feature,frequency,rank,docfreq,group
zorg,2,48,1,PloumenLilianne
hulp,2,48,1,PloumenLilianne
wij,2,48,1,PloumenLilianne
blijft,2,48,1,PloumenLilianne
ondernemers,2,48,1,PloumenLilianne
terug,2,48,1,PloumenLilianne
rellen,2,48,1,PloumenLilianne
laat,2,48,1,PloumenLilianne
bent,2,48,1,PloumenLilianne
staat,2,48,1,PloumenLilianne
oproep,2,48,1,PloumenLilianne
voorstel,2,48,1,PloumenLilianne
onrecht,2,48,1,PloumenLilianne
allemaal,2,48,1,PloumenLilianne
verdienen,2,48,1,PloumenLilianne
snel,2,48,1,PloumenLilianne
vanmiddag,2,48,1,PloumenLilianne
steeds,2,48,1,PloumenLilianne
avondklok,2,48,1,PloumenLilianne
laten,2,48,1,PloumenLilianne
@ploumenlilianne,2,48,1,PloumenLilianne
beter,2,48,1,PloumenLilianne
help,2,48,1,PloumenLilianne
hoger,2,48,1,PloumenLilianne
minder,2,48,1,PloumenLilianne
zorgen,2,48,1,PloumenLilianne
onderweg,2,48,1,PloumenLilianne
onderwijs,2,48,1,PloumenLilianne
aanval,2,48,1,PloumenLilianne
every,2,48,1,PloumenLilianne
speech,2,48,1,PloumenLilianne
laatste,2,48,1,PloumenLilianne
petitie,2,48,1,PloumenLilianne
teken,2,48,1,PloumenLilianne
reden,2,48,1,PloumenLilianne
🌹,2,48,1,PloumenLilianne
ongelijkheid,2,48,1,PloumenLilianne
verkiezingsdebat,2,48,1,PloumenLilianne
betalen,2,48,1,PloumenLilianne
hoogste,2,48,1,PloumenLilianne
vrouwelijke,2,48,1,PloumenLilianne
75,2,48,1,PloumenLilianne
@kirstenvdhul,2,48,1,PloumenLilianne
website,2,48,1,PloumenLilianne
16.00,2,48,1,PloumenLilianne
gelijke,2,48,1,PloumenLilianne
eindstreep,1,106,1,PloumenLilianne
coronacrisis,1,106,1,PloumenLilianne
ga,1,106,1,PloumenLilianne
live,1,106,1,PloumenLilianne
graag,1,106,1,PloumenLilianne
willen,1,106,1,PloumenLilianne
discriminatie,1,106,1,PloumenLilianne
mooie,1,106,1,PloumenLilianne
woorden,1,106,1,PloumenLilianne
tweede,1,106,1,PloumenLilianne
sterkte,1,106,1,PloumenLilianne
blijf,1,106,1,PloumenLilianne
den,1,106,1,PloumenLilianne
jongeren,1,106,1,PloumenLilianne
zie,1,106,1,PloumenLilianne
maakt,1,106,1,PloumenLilianne
bijna,1,106,1,PloumenLilianne
hard,1,106,1,PloumenLilianne
jullie,1,106,1,PloumenLilianne
per,1,106,1,PloumenLilianne
debat,1,106,1,PloumenLilianne
wens,1,106,1,PloumenLilianne
toe,1,106,1,PloumenLilianne
d,1,106,1,PloumenLilianne
partij,1,106,1,PloumenLilianne
debatten,1,106,1,PloumenLilianne
hele,1,106,1,PloumenLilianne
aantal,1,106,1,PloumenLilianne
maanden,1,106,1,PloumenLilianne
1,1,106,1,PloumenLilianne
echt,1,106,1,PloumenLilianne
weinig,1,106,1,PloumenLilianne
vragen,1,106,1,PloumenLilianne
risico,1,106,1,PloumenLilianne
ander,1,106,1,PloumenLilianne
#toeslagendebat,1,106,1,PloumenLilianne
belastingdienst,1,106,1,PloumenLilianne
iedereen,1,106,1,PloumenLilianne
17,1,106,1,PloumenLilianne
2021,1,106,1,PloumenLilianne
hans,1,106,1,PloumenLilianne
t,1,106,1,PloumenLilianne
eindelijk,1,106,1,PloumenLilianne
nee,1,106,1,PloumenLilianne
zeg,1,106,1,PloumenLilianne
nooit,1,106,1,PloumenLilianne
gebeuren,1,106,1,PloumenLilianne
wachten,1,106,1,PloumenLilianne
staan,1,106,1,PloumenLilianne
gaat,1,106,1,PloumenLilianne
genoeg,1,106,1,PloumenLilianne
vraag,1,106,1,PloumenLilianne
heel,1,106,1,PloumenLilianne
30,1,106,1,PloumenLilianne
eigen,1,106,1,PloumenLilianne
mooi,1,106,1,PloumenLilianne
the,1,106,1,PloumenLilianne
up,1,106,1,PloumenLilianne
terwijl,1,106,1,PloumenLilianne
burgemeester,1,106,1,PloumenLilianne
zeer,1,106,1,PloumenLilianne
weer,1,106,1,PloumenLilianne
dag,1,106,1,PloumenLilianne
klaar,1,106,1,PloumenLilianne
jaren,1,106,1,PloumenLilianne
vanavond,1,106,1,PloumenLilianne
openbaar,1,106,1,PloumenLilianne
💪,1,106,1,PloumenLilianne
samenleving,1,106,1,PloumenLilianne
aangenomen,1,106,1,PloumenLilianne
houden,1,106,1,PloumenLilianne
rotterdam,1,106,1,PloumenLilianne
helpen,1,106,1,PloumenLilianne
turkse,1,106,1,PloumenLilianne
hart,1,106,1,PloumenLilianne
steken,1,106,1,PloumenLilianne
gesproken,1,106,1,PloumenLilianne
geschokt,1,106,1,PloumenLilianne
blijkt,1,106,1,PloumenLilianne
rechtsstaat,1,106,1,PloumenLilianne
helemaal,1,106,1,PloumenLilianne
aangepakt,1,106,1,PloumenLilianne
stond,1,106,1,PloumenLilianne
achter,1,106,1,PloumenLilianne
kamerlid,1,106,1,PloumenLilianne
veranderen,1,106,1,PloumenLilianne
geven,1,106,1,PloumenLilianne
land,1,106,1,PloumenLilianne
binnen,1,106,1,PloumenLilianne
eigenlijk,1,106,1,PloumenLilianne
zeggen,1,106,1,PloumenLilianne
boeken,1,106,1,PloumenLilianne
begonnen,1,106,1,PloumenLilianne
campagne,1,106,1,PloumenLilianne
vanuit,1,106,1,PloumenLilianne
lijsttrekker,1,106,1,PloumenLilianne
respect,1,106,1,PloumenLilianne
vo,1,106,1,PloumenLilianne
verandering,1,106,1,PloumenLilianne
verschil,1,106,1,PloumenLilianne
vanaf,1,106,1,PloumenLilianne
gemeenten,1,106,1,PloumenLilianne
nieuws,1,106,1,PloumenLilianne
5,1,106,1,PloumenLilianne
betekent,1,106,1,PloumenLilianne
🤫,1,106,1,PloumenLilianne
straks,1,106,1,PloumenLilianne
nemen,1,106,1,PloumenLilianne
verdient,1,106,1,PloumenLilianne
stelde,1,106,1,PloumenLilianne
omhoog,1,106,1,PloumenLilianne
snelle,1,106,1,PloumenLilianne
nieuw,1,106,1,PloumenLilianne
kou,1,106,1,PloumenLilianne
morgen,1,106,1,PloumenLilianne
stand,1,106,1,PloumenLilianne
zeker,1,106,1,PloumenLilianne
voorkomen,1,106,1,PloumenLilianne
bestaat,1,106,1,PloumenLilianne
kom,1,106,1,PloumenLilianne
richting,1,106,1,PloumenLilianne
it,1,106,1,PloumenLilianne
teveel,1,106,1,PloumenLilianne
@tijdvoormax,1,106,1,PloumenLilianne
mevrouw,1,106,1,PloumenLilianne
zaken,1,106,1,PloumenLilianne
krijgen,1,106,1,PloumenLilianne
rond,1,106,1,PloumenLilianne
ontzettend,1,106,1,PloumenLilianne
zuid,1,106,1,PloumenLilianne
woord,1,106,1,PloumenLilianne
oa,1,106,1,PloumenLilianne
@pvda,1,106,1,PloumenLilianne
belang,1,106,1,PloumenLilianne
fors,1,106,1,PloumenLilianne
interview,1,106,1,PloumenLilianne
actie,1,106,1,PloumenLilianne
inzet,1,106,1,PloumenLilianne
opnieuw,1,106,1,PloumenLilianne
@khadijaarib,1,106,1,PloumenLilianne
stonden,1,106,1,PloumenLilianne
inhoudelijk,1,106,1,PloumenLilianne
trots,1,106,1,PloumenLilianne
toekomst,1,106,1,PloumenLilianne
voorzitter,1,106,1,PloumenLilianne
zoveel,1,106,1,PloumenLilianne
even,1,106,1,PloumenLilianne
draait,1,106,1,PloumenLilianne
gelijk,1,106,1,PloumenLilianne
geldt,1,106,1,PloumenLilianne
you,1,106,1,PloumenLilianne
can,1,106,1,PloumenLilianne
@potus,1,106,1,PloumenLilianne
kappers,1,106,1,PloumenLilianne
onmisbaar,1,106,1,PloumenLilianne
zelfs,1,106,1,PloumenLilianne
gezegd,1,106,1,PloumenLilianne
eist,1,106,1,PloumenLilianne
salaris,1,106,1,PloumenLilianne
boek,1,106,1,PloumenLilianne
mannen,1,106,1,PloumenLilianne
alweer,1,106,1,PloumenLilianne
volgende,1,106,1,PloumenLilianne
and,1,106,1,PloumenLilianne
23,1,106,1,PloumenLilianne
personen,1,106,1,PloumenLilianne
for,1,106,1,PloumenLilianne
hoekstra,1,106,1,PloumenLilianne
asscher,1,106,1,PloumenLilianne
kleine,1,106,1,PloumenLilianne
failliet,1,106,1,PloumenLilianne
enorme,1,106,1,PloumenLilianne
afspraken,1,106,1,PloumenLilianne
twitter,1,106,1,PloumenLilianne
kansen,1,106,1,PloumenLilianne
hand,1,106,1,PloumenLilianne
more,1,106,1,PloumenLilianne
nauwelijks,1,106,1,PloumenLilianne
normaal,1,106,1,PloumenLilianne
iedere,1,106,1,PloumenLilianne
anderen,1,106,1,PloumenLilianne
21.00,1,106,1,PloumenLilianne
ziek,1,106,1,PloumenLilianne
mogelijke,1,106,1,PloumenLilianne
keuze,1,106,1,PloumenLilianne
rekenen,1,106,1,PloumenLilianne
zet,1,106,1,PloumenLilianne
deel,1,106,1,PloumenLilianne
school,1,106,1,PloumenLilianne
no,1,106,1,PloumenLilianne
thank,1,106,1,PloumenLilianne
aanpak,1,106,1,PloumenLilianne
overlijden,1,106,1,PloumenLilianne
meedoen,1,106,1,PloumenLilianne
noordelijk,1,106,1,PloumenLilianne
verzorgingsstaat,1,106,1,PloumenLilianne
ondanks,1,106,1,PloumenLilianne
aangekondigd,1,106,1,PloumenLilianne
samenwerking,1,106,1,PloumenLilianne
enorm,1,106,1,PloumenLilianne
familie,1,106,1,PloumenLilianne
vrienden,1,106,1,PloumenLilianne
bezoek,1,106,1,PloumenLilianne
rechts,1,106,1,PloumenLilianne
eenzaamheid,1,106,1,PloumenLilianne
koers,1,106,1,PloumenLilianne
betere,1,106,1,PloumenLilianne
hogere,1,106,1,PloumenLilianne
out,1,106,1,PloumenLilianne
trump,1,106,1,PloumenLilianne
pers,1,106,1,PloumenLilianne
boer,1,106,1,PloumenLilianne
dagen,1,106,1,PloumenLilianne
pas,1,106,1,PloumenLilianne
druk,1,106,1,PloumenLilianne
nationale,1,106,1,PloumenLilianne
👏,1,106,1,PloumenLilianne
grijpen,1,106,1,PloumenLilianne
dankjewel,1,106,1,PloumenLilianne
ken,1,106,1,PloumenLilianne
persoonlijk,1,106,1,PloumenLilianne
scholen,1,106,1,PloumenLilianne
kop,1,106,1,PloumenLilianne
onmogelijk,1,106,1,PloumenLilianne
proberen,1,106,1,PloumenLilianne
20.30,1,106,1,PloumenLilianne
lagere,1,106,1,PloumenLilianne
erop,1,106,1,PloumenLilianne
sluiting,1,106,1,PloumenLilianne
stemt,1,106,1,PloumenLilianne
missen,1,106,1,PloumenLilianne
liefde,1,106,1,PloumenLilianne
regen,1,106,1,PloumenLilianne
slag,1,106,1,PloumenLilianne
foto,1,106,1,PloumenLilianne
ergens,1,106,1,PloumenLilianne
investeren,1,106,1,PloumenLilianne
#coronadebat,1,106,1,PloumenLilianne
meerderheid,1,106,1,PloumenLilianne
verdrietig,1,106,1,PloumenLilianne
brand,1,106,1,PloumenLilianne
treedt,1,106,1,PloumenLilianne
medewerkers,1,106,1,PloumenLilianne
boodschappen,1,106,1,PloumenLilianne
arbeidsvoorwaarden,1,106,1,PloumenLilianne
hoog,1,106,1,PloumenLilianne
regenboog,1,106,1,PloumenLilianne
kamermeerderheid,1,106,1,PloumenLilianne
commissarissen,1,106,1,PloumenLilianne
aanpakken,1,106,1,PloumenLilianne
bijvoorbeeld,1,106,1,PloumenLilianne
hen,1,106,1,PloumenLilianne
leggen,1,106,1,PloumenLilianne
middelbare,1,106,1,PloumenLilianne
loon,1,106,1,PloumenLilianne
daders,1,106,1,PloumenLilianne
groningen,1,106,1,PloumenLilianne
gesprekken,1,106,1,PloumenLilianne
@denieuwsbv,1,106,1,PloumenLilianne
gelukt,1,106,1,PloumenLilianne
#noordelijklijsttrekkersdebat,1,106,1,PloumenLilianne
#ditism,1,106,1,PloumenLilianne
ongekende,1,106,1,PloumenLilianne
toespraak,1,106,1,PloumenLilianne
gemist,1,106,1,PloumenLilianne
😁,1,106,1,PloumenLilianne
18,1,106,1,PloumenLilianne
opvang,1,106,1,PloumenLilianne
daarvoor,1,106,1,PloumenLilianne
vaker,1,106,1,PloumenLilianne
bijzondere,1,106,1,PloumenLilianne
vlak,1,106,1,PloumenLilianne
wetsvoorstel,1,106,1,PloumenLilianne
abortus,1,106,1,PloumenLilianne
@sigridkaag,1,106,1,PloumenLilianne
coc's,1,106,1,PloumenLilianne
bloemetje,1,106,1,PloumenLilianne
indruk,1,106,1,PloumenLilianne
aboutaleb,1,106,1,PloumenLilianne
omstandigheden,1,106,1,PloumenLilianne
beperking,1,106,1,PloumenLilianne
the,33,1,1,SigridKaag
#d66,29,2,1,SigridKaag
we,24,3,1,SigridKaag
to,21,4,1,SigridKaag
and,20,5,1,SigridKaag
onze,12,6,1,SigridKaag
nederland,11,7,1,SigridKaag
for,9,8,1,SigridKaag
#minbhos,9,8,1,SigridKaag
politiek,8,10,1,SigridKaag
mensen,7,11,1,SigridKaag
nieuwe,7,11,1,SigridKaag
a,7,11,1,SigridKaag
eu,7,11,1,SigridKaag
with,7,11,1,SigridKaag
as,6,16,1,SigridKaag
trade,6,16,1,SigridKaag
coronacrisis,5,18,1,SigridKaag
crisis,5,18,1,SigridKaag
heel,5,18,1,SigridKaag
respect,5,18,1,SigridKaag
laten,5,18,1,SigridKaag
news,5,18,1,SigridKaag
rt,4,24,1,SigridKaag
samen,4,24,1,SigridKaag
alle,4,24,1,SigridKaag
mee,4,24,1,SigridKaag
goed,4,24,1,SigridKaag
moeten,4,24,1,SigridKaag
amp,4,24,1,SigridKaag
eigen,4,24,1,SigridKaag
uur,4,24,1,SigridKaag
ondernemers,4,24,1,SigridKaag
nederlandse,4,24,1,SigridKaag
elkaar,4,24,1,SigridKaag
water,4,24,1,SigridKaag
us,4,24,1,SigridKaag
this,4,24,1,SigridKaag
kansen,4,24,1,SigridKaag
economie,4,24,1,SigridKaag
duurzame,4,24,1,SigridKaag
her,4,24,1,SigridKaag
president,4,24,1,SigridKaag
biden,4,24,1,SigridKaag
waarden,4,24,1,SigridKaag
lees,3,46,1,SigridKaag
jongeren,3,46,1,SigridKaag
tijdens,3,46,1,SigridKaag
mag,3,46,1,SigridKaag
vandaag,3,46,1,SigridKaag
zien,3,46,1,SigridKaag
staan,3,46,1,SigridKaag
wij,3,46,1,SigridKaag
via,3,46,1,SigridKaag
dag,3,46,1,SigridKaag
grote,3,46,1,SigridKaag
land,3,46,1,SigridKaag
werk,3,46,1,SigridKaag
mens,3,46,1,SigridKaag
werken,3,46,1,SigridKaag
nieuws,3,46,1,SigridKaag
vol,3,46,1,SigridKaag
on,3,46,1,SigridKaag
natuurlijk,3,46,1,SigridKaag
inzet,3,46,1,SigridKaag
you,3,46,1,SigridKaag
can,3,46,1,SigridKaag
biedt,3,46,1,SigridKaag
internationale,3,46,1,SigridKaag
velen,3,46,1,SigridKaag
gefeliciteerd,3,46,1,SigridKaag
keuzes,3,46,1,SigridKaag
voorbeeld,3,46,1,SigridKaag
forward,3,46,1,SigridKaag
together,3,46,1,SigridKaag
ontwikkelingslanden,3,46,1,SigridKaag
work,3,46,1,SigridKaag
international,3,46,1,SigridKaag
world,3,46,1,SigridKaag
india,3,46,1,SigridKaag
humanitarian,3,46,1,SigridKaag
ambassadeurs,3,46,1,SigridKaag
wto,3,46,1,SigridKaag
appointment,3,46,1,SigridKaag
gaan,2,85,1,SigridKaag
ga,2,85,1,SigridKaag
kijk,2,85,1,SigridKaag
komen,2,85,1,SigridKaag
graag,2,85,1,SigridKaag
bestrijden,2,85,1,SigridKaag
den,2,85,1,SigridKaag
pvda,2,85,1,SigridKaag
alleen,2,85,1,SigridKaag
groot,2,85,1,SigridKaag
kracht,2,85,1,SigridKaag
vs,2,85,1,SigridKaag
ander,2,85,1,SigridKaag
toeslagenaffaire,2,85,1,SigridKaag
overheid,2,85,1,SigridKaag
iedereen,2,85,1,SigridKaag
weten,2,85,1,SigridKaag
kabinet,2,85,1,SigridKaag
daarom,2,85,1,SigridKaag
belangrijk,2,85,1,SigridKaag
hans,2,85,1,SigridKaag
politie,2,85,1,SigridKaag
jaar,2,85,1,SigridKaag
leven,2,85,1,SigridKaag
nooit,2,85,1,SigridKaag
hulp,2,85,1,SigridKaag
blijven,2,85,1,SigridKaag
vrouw,2,85,1,SigridKaag
man,2,85,1,SigridKaag
aandacht,2,85,1,SigridKaag
weer,2,85,1,SigridKaag
goede,2,85,1,SigridKaag
vanavond,2,85,1,SigridKaag
samenleving,2,85,1,SigridKaag
verbinding,2,85,1,SigridKaag
terug,2,85,1,SigridKaag
af,2,85,1,SigridKaag
inzetten,2,85,1,SigridKaag
moeilijke,2,85,1,SigridKaag
centraal,2,85,1,SigridKaag
collega,2,85,1,SigridKaag
politici,2,85,1,SigridKaag
verdienen,2,85,1,SigridKaag
snel,2,85,1,SigridKaag
vraagt,2,85,1,SigridKaag
welzijn,2,85,1,SigridKaag
welvaart,2,85,1,SigridKaag
gevolgen,2,85,1,SigridKaag
i,2,85,1,SigridKaag
waarin,2,85,1,SigridKaag
dr,2,85,1,SigridKaag
minister,2,85,1,SigridKaag
@ploumenlilianne,2,85,1,SigridKaag
kans,2,85,1,SigridKaag
bedrijven,2,85,1,SigridKaag
digitaal,2,85,1,SigridKaag
beter,2,85,1,SigridKaag
studenten,2,85,1,SigridKaag
harte,2,85,1,SigridKaag
belang,2,85,1,SigridKaag
mogelijk,2,85,1,SigridKaag
tussen,2,85,1,SigridKaag
business,2,85,1,SigridKaag
stop,2,85,1,SigridKaag
that,2,85,1,SigridKaag
moment,2,85,1,SigridKaag
from,2,85,1,SigridKaag
right,2,85,1,SigridKaag
an,2,85,1,SigridKaag
great,2,85,1,SigridKaag
zorgen,2,85,1,SigridKaag
geweld,2,85,1,SigridKaag
best,2,85,1,SigridKaag
new,2,85,1,SigridKaag
rekenen,2,85,1,SigridKaag
voel,2,85,1,SigridKaag
every,2,85,1,SigridKaag
all,2,85,1,SigridKaag
samenwerking,2,85,1,SigridKaag
psychische,2,85,1,SigridKaag
harde,2,85,1,SigridKaag
succes,2,85,1,SigridKaag
groots,2,85,1,SigridKaag
his,2,85,1,SigridKaag
support,2,85,1,SigridKaag
noodzakelijk,2,85,1,SigridKaag
investeren,2,85,1,SigridKaag
brand,2,85,1,SigridKaag
@joebiden,2,85,1,SigridKaag
veilige,2,85,1,SigridKaag
schone,2,85,1,SigridKaag
#holocaustremembranceday,2,85,1,SigridKaag
aarde,2,85,1,SigridKaag
handel,2,85,1,SigridKaag
lucht,2,85,1,SigridKaag
ertoe,2,85,1,SigridKaag
abortus,2,85,1,SigridKaag
hulpverleners,2,85,1,SigridKaag
excellent,2,85,1,SigridKaag
look,2,85,1,SigridKaag
@sigridkaag,2,85,1,SigridKaag
schoon,2,85,1,SigridKaag
netherlands,2,85,1,SigridKaag
access,2,85,1,SigridKaag
dutch,2,85,1,SigridKaag
possible,2,85,1,SigridKaag
ideeën,1,191,1,SigridKaag
nederlanders,1,191,1,SigridKaag
gesprek,1,191,1,SigridKaag
praat,1,191,1,SigridKaag
helaas,1,191,1,SigridKaag
willen,1,191,1,SigridKaag
racisme,1,191,1,SigridKaag
woorden,1,191,1,SigridKaag
collega's,1,191,1,SigridKaag
wel,1,191,1,SigridKaag
sterkte,1,191,1,SigridKaag
hoop,1,191,1,SigridKaag
haag,1,191,1,SigridKaag
problemen,1,191,1,SigridKaag
denk,1,191,1,SigridKaag
zie,1,191,1,SigridKaag
maakt,1,191,1,SigridKaag
elke,1,191,1,SigridKaag
gemaakt,1,191,1,SigridKaag
jullie,1,191,1,SigridKaag
ouders,1,191,1,SigridKaag
wens,1,191,1,SigridKaag
toe,1,191,1,SigridKaag
hele,1,191,1,SigridKaag
artikel,1,191,1,SigridKaag
krijgt,1,191,1,SigridKaag
vaak,1,191,1,SigridKaag
17,1,191,1,SigridKaag
maart,1,191,1,SigridKaag
2021,1,191,1,SigridKaag
uitspreken,1,191,1,SigridKaag
stap,1,191,1,SigridKaag
eerder,1,191,1,SigridKaag
waar,1,191,1,SigridKaag
mogen,1,191,1,SigridKaag
werden,1,191,1,SigridKaag
meest,1,191,1,SigridKaag
kwetsbaren,1,191,1,SigridKaag
buitenland,1,191,1,SigridKaag
spreken,1,191,1,SigridKaag
daarmee,1,191,1,SigridKaag
gebeuren,1,191,1,SigridKaag
zullen,1,191,1,SigridKaag
vanwege,1,191,1,SigridKaag
gaat,1,191,1,SigridKaag
ver,1,191,1,SigridKaag
premier,1,191,1,SigridKaag
leider,1,191,1,SigridKaag
gedaan,1,191,1,SigridKaag
vergeten,1,191,1,SigridKaag
duitsland,1,191,1,SigridKaag
tijd,1,191,1,SigridKaag
mooi,1,191,1,SigridKaag
jaren,1,191,1,SigridKaag
wanneer,1,191,1,SigridKaag
leiding,1,191,1,SigridKaag
impact,1,191,1,SigridKaag
maken,1,191,1,SigridKaag
strijd,1,191,1,SigridKaag
zojuist,1,191,1,SigridKaag
houden,1,191,1,SigridKaag
wet,1,191,1,SigridKaag
respecteren,1,191,1,SigridKaag
vrijwilligers,1,191,1,SigridKaag
helpen,1,191,1,SigridKaag
nodig,1,191,1,SigridKaag
hart,1,191,1,SigridKaag
steken,1,191,1,SigridKaag
amsterdam,1,191,1,SigridKaag
groene,1,191,1,SigridKaag
één,1,191,1,SigridKaag
miljoen,1,191,1,SigridKaag
recht,1,191,1,SigridKaag
laat,1,191,1,SigridKaag
h,1,191,1,SigridKaag
urk,1,191,1,SigridKaag
bent,1,191,1,SigridKaag
helemaal,1,191,1,SigridKaag
hou,1,191,1,SigridKaag
joden,1,191,1,SigridKaag
welke,1,191,1,SigridKaag
geven,1,191,1,SigridKaag
zeggen,1,191,1,SigridKaag
waarbij,1,191,1,SigridKaag
volgens,1,191,1,SigridKaag
gelukkig,1,191,1,SigridKaag
begonnen,1,191,1,SigridKaag
campagne,1,191,1,SigridKaag
vanuit,1,191,1,SigridKaag
wijk,1,191,1,SigridKaag
lijsttrekker,1,191,1,SigridKaag
trappen,1,191,1,SigridKaag
hebt,1,191,1,SigridKaag
doe,1,191,1,SigridKaag
oproep,1,191,1,SigridKaag
verschil,1,191,1,SigridKaag
haagse,1,191,1,SigridKaag
zegt,1,191,1,SigridKaag
veiligheid,1,191,1,SigridKaag
kinderen,1,191,1,SigridKaag
onrecht,1,191,1,SigridKaag
gemeenten,1,191,1,SigridKaag
auschwitz,1,191,1,SigridKaag
groei,1,191,1,SigridKaag
week,1,191,1,SigridKaag
nemen,1,191,1,SigridKaag
leest,1,191,1,SigridKaag
verwoest,1,191,1,SigridKaag
levens,1,191,1,SigridKaag
inhoudelijke,1,191,1,SigridKaag
beste,1,191,1,SigridKaag
bijdrage,1,191,1,SigridKaag
verdient,1,191,1,SigridKaag
schilderswijk,1,191,1,SigridKaag
geleden,1,191,1,SigridKaag
antwoord,1,191,1,SigridKaag
vanmiddag,1,191,1,SigridKaag
las,1,191,1,SigridKaag
gezondheid,1,191,1,SigridKaag
6,1,191,1,SigridKaag
overheden,1,191,1,SigridKaag
lockdown,1,191,1,SigridKaag
digitale,1,191,1,SigridKaag
slachtoffers,1,191,1,SigridKaag
zei,1,191,1,SigridKaag
niemand,1,191,1,SigridKaag
steeds,1,191,1,SigridKaag
eerste,1,191,1,SigridKaag
wereld,1,191,1,SigridKaag
eerlijke,1,191,1,SigridKaag
sociale,1,191,1,SigridKaag
it,1,191,1,SigridKaag
zetten,1,191,1,SigridKaag
weekend,1,191,1,SigridKaag
vond,1,191,1,SigridKaag
kennis,1,191,1,SigridKaag
krijgen,1,191,1,SigridKaag
doet,1,191,1,SigridKaag
armoede,1,191,1,SigridKaag
nederlands,1,191,1,SigridKaag
én,1,191,1,SigridKaag
zodat,1,191,1,SigridKaag
organiseert,1,191,1,SigridKaag
inclusief,1,191,1,SigridKaag
maatschappelijke,1,191,1,SigridKaag
wangedrag,1,191,1,SigridKaag
verstandig,1,191,1,SigridKaag
ontwikkeling,1,191,1,SigridKaag
ging,1,191,1,SigridKaag
mocht,1,191,1,SigridKaag
vinden,1,191,1,SigridKaag
bericht,1,191,1,SigridKaag
warme,1,191,1,SigridKaag
opnieuw,1,191,1,SigridKaag
angst,1,191,1,SigridKaag
omgeving,1,191,1,SigridKaag
virus,1,191,1,SigridKaag
economisch,1,191,1,SigridKaag
ruim,1,191,1,SigridKaag
trots,1,191,1,SigridKaag
toekomst,1,191,1,SigridKaag
demissionair,1,191,1,SigridKaag
enige,1,191,1,SigridKaag
industrie,1,191,1,SigridKaag
zoveel,1,191,1,SigridKaag
even,1,191,1,SigridKaag
democratie,1,191,1,SigridKaag
weg,1,191,1,SigridKaag
beschermen,1,191,1,SigridKaag
vrij,1,191,1,SigridKaag
by,1,191,1,SigridKaag
draait,1,191,1,SigridKaag
accepteren,1,191,1,SigridKaag
herstel,1,191,1,SigridKaag
do,1,191,1,SigridKaag
essentieel,1,191,1,SigridKaag
belangen,1,191,1,SigridKaag
democratische,1,191,1,SigridKaag
help,1,191,1,SigridKaag
eist,1,191,1,SigridKaag
salaris,1,191,1,SigridKaag
sociaal,1,191,1,SigridKaag
volg,1,191,1,SigridKaag
boek,1,191,1,SigridKaag
tien,1,191,1,SigridKaag
at,1,191,1,SigridKaag
will,1,191,1,SigridKaag
wél,1,191,1,SigridKaag
uitgebreide,1,191,1,SigridKaag
systeem,1,191,1,SigridKaag
#covid19,1,191,1,SigridKaag
alweer,1,191,1,SigridKaag
ongekend,1,191,1,SigridKaag
him,1,191,1,SigridKaag
law,1,191,1,SigridKaag
better,1,191,1,SigridKaag
my,1,191,1,SigridKaag
day,1,191,1,SigridKaag
be,1,191,1,SigridKaag
progressieve,1,191,1,SigridKaag
klimaat,1,191,1,SigridKaag
global,1,191,1,SigridKaag
good,1,191,1,SigridKaag
afspraken,1,191,1,SigridKaag
economische,1,191,1,SigridKaag
hand,1,191,1,SigridKaag
beelden,1,191,1,SigridKaag
klimaatcrisis,1,191,1,SigridKaag
iedere,1,191,1,SigridKaag
vernieling,1,191,1,SigridKaag
anderen,1,191,1,SigridKaag
vormt,1,191,1,SigridKaag
gezonde,1,191,1,SigridKaag
scholieren,1,191,1,SigridKaag
cultuur,1,191,1,SigridKaag
dé,1,191,1,SigridKaag
beslissen,1,191,1,SigridKaag
oplossingen,1,191,1,SigridKaag
mogelijke,1,191,1,SigridKaag
keuze,1,191,1,SigridKaag
elk,1,191,1,SigridKaag
who,1,191,1,SigridKaag
zet,1,191,1,SigridKaag
nederlander,1,191,1,SigridKaag
deel,1,191,1,SigridKaag
klimaatplannen,1,191,1,SigridKaag
europa,1,191,1,SigridKaag
pensioen,1,191,1,SigridKaag
but,1,191,1,SigridKaag
agenda,1,191,1,SigridKaag
past,1,191,1,SigridKaag
no,1,191,1,SigridKaag
thank,1,191,1,SigridKaag
have,1,191,1,SigridKaag
peace,1,191,1,SigridKaag
our,1,191,1,SigridKaag
progressief,1,191,1,SigridKaag
aanpak,1,191,1,SigridKaag
overlijden,1,191,1,SigridKaag
warm,1,191,1,SigridKaag
daarbij,1,191,1,SigridKaag
afrika,1,191,1,SigridKaag
geweldige,1,191,1,SigridKaag
onderwijs,1,191,1,SigridKaag
progress,1,191,1,SigridKaag
verenigde,1,191,1,SigridKaag
staten,1,191,1,SigridKaag
klap,1,191,1,SigridKaag
not,1,191,1,SigridKaag
bezoek,1,191,1,SigridKaag
eenzaamheid,1,191,1,SigridKaag
eerst,1,191,1,SigridKaag
daarna,1,191,1,SigridKaag
people,1,191,1,SigridKaag
koers,1,191,1,SigridKaag
need,1,191,1,SigridKaag
how,1,191,1,SigridKaag
are,1,191,1,SigridKaag
laatste,1,191,1,SigridKaag
wetenschap,1,191,1,SigridKaag
here,1,191,1,SigridKaag
boer,1,191,1,SigridKaag
