feature,frequency,rank,docfreq,group
just,1,303,1,estherouwehand
☺,1,303,1,estherouwehand
pleit,1,303,1,estherouwehand
handel,1,303,1,estherouwehand
toespraak,1,303,1,estherouwehand
vertellen,1,303,1,estherouwehand
nigeria,1,303,1,estherouwehand
#sneeuw,1,303,1,estherouwehand
gemist,1,303,1,estherouwehand
@kirstenvdhul,1,303,1,estherouwehand
daarover,1,303,1,estherouwehand
gek,1,303,1,estherouwehand
termijn,1,303,1,estherouwehand
website,1,303,1,estherouwehand
buitenlandse,1,303,1,estherouwehand
aantreden,1,303,1,estherouwehand
keert,1,303,1,estherouwehand
besmetting,1,303,1,estherouwehand
😁,1,303,1,estherouwehand
rt,71,1,1,geertwilderspvv
#pvv,55,2,1,geertwilderspvv
#wilders,52,3,1,geertwilderspvv
@geertwilderspvv,47,4,1,geertwilderspvv
rutte,37,5,1,geertwilderspvv
nederland,37,5,1,geertwilderspvv
#avondklok,30,7,1,geertwilderspvv
#stempvv,29,8,1,geertwilderspvv
pvv,23,9,1,geertwilderspvv
avondklok,19,10,1,geertwilderspvv
#corona,18,11,1,geertwilderspvv
kabinet,17,12,1,geertwilderspvv
mensen,17,12,1,geertwilderspvv
wilders,16,14,1,geertwilderspvv
onze,16,14,1,geertwilderspvv
jaar,15,16,1,geertwilderspvv
vandaag,15,16,1,geertwilderspvv
we,14,18,1,geertwilderspvv
#avondklokdebat,14,18,1,geertwilderspvv
motie,13,20,1,geertwilderspvv
geert,13,20,1,geertwilderspvv
@telegraaf,13,20,1,geertwilderspvv
stem,12,23,1,geertwilderspvv
kamer,11,24,1,geertwilderspvv
17,11,24,1,geertwilderspvv
maart,11,24,1,geertwilderspvv
uur,11,24,1,geertwilderspvv
vrijheid,11,24,1,geertwilderspvv
vvd,11,24,1,geertwilderspvv
#coronavirus,11,24,1,geertwilderspvv
debat,10,31,1,geertwilderspvv
d66,10,31,1,geertwilderspvv
geweld,10,31,1,geertwilderspvv
zet,10,31,1,geertwilderspvv
#coronadebat,10,31,1,geertwilderspvv
willen,9,36,1,geertwilderspvv
maakt,9,36,1,geertwilderspvv
zeg,9,36,1,geertwilderspvv
gaat,9,36,1,geertwilderspvv
premier,9,36,1,geertwilderspvv
via,9,36,1,geertwilderspvv
aangenomen,9,36,1,geertwilderspvv
#wnlopzondag,9,36,1,geertwilderspvv
#pvv2021,9,36,1,geertwilderspvv
alleen,8,45,1,geertwilderspvv
#toeslagendebat,8,45,1,geertwilderspvv
#rutte,8,45,1,geertwilderspvv
weer,8,45,1,geertwilderspvv
@hugodejonge,8,45,1,geertwilderspvv
mark,7,50,1,geertwilderspvv
tweede,7,50,1,geertwilderspvv
@minpres,7,50,1,geertwilderspvv
1,7,50,1,geertwilderspvv
iedereen,7,50,1,geertwilderspvv
mooi,7,50,1,geertwilderspvv
erdogan,7,50,1,geertwilderspvv
waar,6,57,1,geertwilderspvv
politie,6,57,1,geertwilderspvv
10,6,57,1,geertwilderspvv
maken,6,57,1,geertwilderspvv
laat,6,57,1,geertwilderspvv
leger,6,57,1,geertwilderspvv
@trouw,6,57,1,geertwilderspvv
minister,6,57,1,geertwilderspvv
#spoedwet,6,57,1,geertwilderspvv
20,6,57,1,geertwilderspvv
zelfs,6,57,1,geertwilderspvv
+,6,57,1,geertwilderspvv
🎉,6,57,1,geertwilderspvv
#noordelijklijsttrekkersdebat,6,57,1,geertwilderspvv
géén,6,57,1,geertwilderspvv
goedemorgen,6,57,1,geertwilderspvv
@ceesvanderlaan,6,57,1,geertwilderspvv
#stemzeweg,6,57,1,geertwilderspvv
🎂,6,57,1,geertwilderspvv
alle,5,76,1,geertwilderspvv
partij,5,76,1,geertwilderspvv
2,5,76,1,geertwilderspvv
politiek,5,76,1,geertwilderspvv
zetels,5,76,1,geertwilderspvv
open,5,76,1,geertwilderspvv
grote,5,76,1,geertwilderspvv
wet,5,76,1,geertwilderspvv
rotterdam,5,76,1,geertwilderspvv
net,5,76,1,geertwilderspvv
af,5,76,1,geertwilderspvv
nieuwe,5,76,1,geertwilderspvv
land,5,76,1,geertwilderspvv
verkiezingen,5,76,1,geertwilderspvv
nieuws,5,76,1,geertwilderspvv
morgen,5,76,1,geertwilderspvv
ongelooflijk,5,76,1,geertwilderspvv
orde,5,76,1,geertwilderspvv
democratie,5,76,1,geertwilderspvv
kwijt,5,76,1,geertwilderspvv
immigratie,5,76,1,geertwilderspvv
wél,5,76,1,geertwilderspvv
2e,5,76,1,geertwilderspvv
links,5,76,1,geertwilderspvv
kamerdebat,5,76,1,geertwilderspvv
jesse,5,76,1,geertwilderspvv
klaver,5,76,1,geertwilderspvv
wegwezen,5,76,1,geertwilderspvv
cda,4,104,1,geertwilderspvv
keer,4,104,1,geertwilderspvv
groot,4,104,1,geertwilderspvv
echt,4,104,1,geertwilderspvv
goed,4,104,1,geertwilderspvv
moeten,4,104,1,geertwilderspvv
nooit,4,104,1,geertwilderspvv
wachten,4,104,1,geertwilderspvv
wij,4,104,1,geertwilderspvv
man,4,104,1,geertwilderspvv
dag,4,104,1,geertwilderspvv
verbinding,4,104,1,geertwilderspvv
zitten,4,104,1,geertwilderspvv
15,4,104,1,geertwilderspvv
bent,4,104,1,geertwilderspvv
helemaal,4,104,1,geertwilderspvv
binnen,4,104,1,geertwilderspvv
keihard,4,104,1,geertwilderspvv
zit,4,104,1,geertwilderspvv
steun,4,104,1,geertwilderspvv
nl,4,104,1,geertwilderspvv
slachtoffers,4,104,1,geertwilderspvv
laten,4,104,1,geertwilderspvv
krijgen,4,104,1,geertwilderspvv
likes,4,104,1,geertwilderspvv
invoeren,4,104,1,geertwilderspvv
weg,4,104,1,geertwilderspvv
and,4,104,1,geertwilderspvv
hoger,4,104,1,geertwilderspvv
demonstreren,4,104,1,geertwilderspvv
plan,4,104,1,geertwilderspvv
groenlinks,4,104,1,geertwilderspvv
negen,4,104,1,geertwilderspvv
schaamteloos,4,104,1,geertwilderspvv
nieman,4,104,1,geertwilderspvv
groningen,4,104,1,geertwilderspvv
cu,4,104,1,geertwilderspvv
termijn,4,104,1,geertwilderspvv
😁,4,104,1,geertwilderspvv
jarig,4,104,1,geertwilderspvv
inbreng,4,104,1,geertwilderspvv
#vrijheid,4,104,1,geertwilderspvv
torentje,4,104,1,geertwilderspvv
beroep,4,104,1,geertwilderspvv
tuig,4,104,1,geertwilderspvv
bulgarije,4,104,1,geertwilderspvv
genegeerd,4,104,1,geertwilderspvv
turkije,4,104,1,geertwilderspvv
#erdogan,4,104,1,geertwilderspvv
@wilderspoezen,4,104,1,geertwilderspvv
hiep,4,104,1,geertwilderspvv
live,3,155,1,geertwilderspvv
mee,3,155,1,geertwilderspvv
corona,3,155,1,geertwilderspvv
sp,3,155,1,geertwilderspvv
stelt,3,155,1,geertwilderspvv
toeslagenaffaire,3,155,1,geertwilderspvv
schandalig,3,155,1,geertwilderspvv
#toeslagenaffaire,3,155,1,geertwilderspvv
manier,3,155,1,geertwilderspvv
islam,3,155,1,geertwilderspvv
gewoon,3,155,1,geertwilderspvv
waarom,3,155,1,geertwilderspvv
zorg,3,155,1,geertwilderspvv
mag,3,155,1,geertwilderspvv
zien,3,155,1,geertwilderspvv
weet,3,155,1,geertwilderspvv
zullen,3,155,1,geertwilderspvv
blijven,3,155,1,geertwilderspvv
leider,3,155,1,geertwilderspvv
niks,3,155,1,geertwilderspvv
#kabinet,3,155,1,geertwilderspvv
gedaan,3,155,1,geertwilderspvv
werkt,3,155,1,geertwilderspvv
tijd,3,155,1,geertwilderspvv
doorgaan,3,155,1,geertwilderspvv
vijf,3,155,1,geertwilderspvv
zojuist,3,155,1,geertwilderspvv
terug,3,155,1,geertwilderspvv
rechtsstaat,3,155,1,geertwilderspvv
geld,3,155,1,geertwilderspvv
nederlandse,3,155,1,geertwilderspvv
ten,3,155,1,geertwilderspvv
16,3,155,1,geertwilderspvv
allemaal,3,155,1,geertwilderspvv
ineens,3,155,1,geertwilderspvv
extra,3,155,1,geertwilderspvv
drie,3,155,1,geertwilderspvv
@wbhoekstra,3,155,1,geertwilderspvv
terrorist,3,155,1,geertwilderspvv
niemand,3,155,1,geertwilderspvv
onnodig,3,155,1,geertwilderspvv
verlenging,3,155,1,geertwilderspvv
doet,3,155,1,geertwilderspvv
kans,3,155,1,geertwilderspvv
elkaar,3,155,1,geertwilderspvv
plenair,3,155,1,geertwilderspvv
gewone,3,155,1,geertwilderspvv
half,3,155,1,geertwilderspvv
even,3,155,1,geertwilderspvv
lekker,3,155,1,geertwilderspvv
stop,3,155,1,geertwilderspvv
thuis,3,155,1,geertwilderspvv
terecht,3,155,1,geertwilderspvv
vermoorden,3,155,1,geertwilderspvv
gebruikt,3,155,1,geertwilderspvv
europa,3,155,1,geertwilderspvv
wiens,3,155,1,geertwilderspvv
beloven,3,155,1,geertwilderspvv
hé,3,155,1,geertwilderspvv
sta,3,155,1,geertwilderspvv
bewijs,3,155,1,geertwilderspvv
kiezer,3,155,1,geertwilderspvv
hogere,3,155,1,geertwilderspvv
zondag,3,155,1,geertwilderspvv
👍,3,155,1,geertwilderspvv
onschuldige,3,155,1,geertwilderspvv
opgesloten,3,155,1,geertwilderspvv
tijdelijke,3,155,1,geertwilderspvv
7,3,155,1,geertwilderspvv
effectieve,3,155,1,geertwilderspvv
meerderheid,3,155,1,geertwilderspvv
lukt,3,155,1,geertwilderspvv
wonen,3,155,1,geertwilderspvv
hen,3,155,1,geertwilderspvv
kappen,3,155,1,geertwilderspvv
gecriminaliseerd,3,155,1,geertwilderspvv
rick,3,155,1,geertwilderspvv
slecht,3,155,1,geertwilderspvv
baas,3,155,1,geertwilderspvv
opzij,3,155,1,geertwilderspvv
premie,3,155,1,geertwilderspvv
beperking,3,155,1,geertwilderspvv
https://t.co/y8zryhkyj9,3,155,1,geertwilderspvv
accepteer,3,155,1,geertwilderspvv
ikke,3,155,1,geertwilderspvv
beveiligde,3,155,1,geertwilderspvv
pakistaan,3,155,1,geertwilderspvv
@vrouwvdvrijheid,3,155,1,geertwilderspvv
#rellendebat,3,155,1,geertwilderspvv
rekenmethode,3,155,1,geertwilderspvv
-1,3,155,1,geertwilderspvv
verantwoorde,3,155,1,geertwilderspvv
onrechte,3,155,1,geertwilderspvv
s-avonds,3,155,1,geertwilderspvv
hypocriet,3,155,1,geertwilderspvv
samen,2,250,1,geertwilderspvv
brief,2,250,1,geertwilderspvv
nederlanders,2,250,1,geertwilderspvv
https,2,250,1,geertwilderspvv
gesprek,2,250,1,geertwilderspvv
komen,2,250,1,geertwilderspvv
politieke,2,250,1,geertwilderspvv
woorden,2,250,1,geertwilderspvv
stemmen,2,250,1,geertwilderspvv
wel,2,250,1,geertwilderspvv
3,2,250,1,geertwilderspvv
kamerleden,2,250,1,geertwilderspvv
aantal,2,250,1,geertwilderspvv
maanden,2,250,1,geertwilderspvv
boel,2,250,1,geertwilderspvv
@baspaternotte,2,250,1,geertwilderspvv
vaak,2,250,1,geertwilderspvv
ingediend,2,250,1,geertwilderspvv
schulden,2,250,1,geertwilderspvv
rondom,2,250,1,geertwilderspvv
waarheid,2,250,1,geertwilderspvv
mogen,2,250,1,geertwilderspvv
@nos,2,250,1,geertwilderspvv
t,2,250,1,geertwilderspvv
eindelijk,2,250,1,geertwilderspvv
naam,2,250,1,geertwilderspvv
nationaliteit,2,250,1,geertwilderspvv
@femkemerel,2,250,1,geertwilderspvv
spreken,2,250,1,geertwilderspvv
kapot,2,250,1,geertwilderspvv
einde,2,250,1,geertwilderspvv
eigen,2,250,1,geertwilderspvv
krant,2,250,1,geertwilderspvv
handen,2,250,1,geertwilderspvv
zeer,2,250,1,geertwilderspvv
rapport,2,250,1,geertwilderspvv
ieder,2,250,1,geertwilderspvv
wanneer,2,250,1,geertwilderspvv
anders,2,250,1,geertwilderspvv
76,2,250,1,geertwilderspvv
macht,2,250,1,geertwilderspvv
moties,2,250,1,geertwilderspvv
houden,2,250,1,geertwilderspvv
indienen,2,250,1,geertwilderspvv
tweet,2,250,1,geertwilderspvv
turkse,2,250,1,geertwilderspvv
nodig,2,250,1,geertwilderspvv
één,2,250,1,geertwilderspvv
journalisten,2,250,1,geertwilderspvv
h,2,250,1,geertwilderspvv
huis,2,250,1,geertwilderspvv
aangepakt,2,250,1,geertwilderspvv
joden,2,250,1,geertwilderspvv
achter,2,250,1,geertwilderspvv
wilde,2,250,1,geertwilderspvv
twee,2,250,1,geertwilderspvv
stoppen,2,250,1,geertwilderspvv
geworden,2,250,1,geertwilderspvv
4,2,250,1,geertwilderspvv
volgens,2,250,1,geertwilderspvv
verbieden,2,250,1,geertwilderspvv
#campagne,2,250,1,geertwilderspvv
lijsttrekker,2,250,1,geertwilderspvv
staat,2,250,1,geertwilderspvv
aanwezig,2,250,1,geertwilderspvv
hebt,2,250,1,geertwilderspvv
doe,2,250,1,geertwilderspvv
zin,2,250,1,geertwilderspvv
hoofd,2,250,1,geertwilderspvv
week,2,250,1,geertwilderspvv
straks,2,250,1,geertwilderspvv
verboden,2,250,1,geertwilderspvv
verwoest,2,250,1,geertwilderspvv
levens,2,250,1,geertwilderspvv
beste,2,250,1,geertwilderspvv
bijdrage,2,250,1,geertwilderspvv
schilderswijk,2,250,1,geertwilderspvv
snel,2,250,1,geertwilderspvv
8,2,250,1,geertwilderspvv
m,2,250,1,geertwilderspvv
moslims,2,250,1,geertwilderspvv
zei,2,250,1,geertwilderspvv
i,2,250,1,geertwilderspvv
steeds,2,250,1,geertwilderspvv
eerste,2,250,1,geertwilderspvv
kom,2,250,1,geertwilderspvv
krijg,2,250,1,geertwilderspvv
43,2,250,1,geertwilderspvv
zetten,2,250,1,geertwilderspvv
natuurlijk,2,250,1,geertwilderspvv
zaken,2,250,1,geertwilderspvv
ouderen,2,250,1,geertwilderspvv
veilig,2,250,1,geertwilderspvv
hiermee,2,250,1,geertwilderspvv
voeren,2,250,1,geertwilderspvv
mogelijk,2,250,1,geertwilderspvv
pijn,2,250,1,geertwilderspvv
n,2,250,1,geertwilderspvv
kamerverkiezingen,2,250,1,geertwilderspvv
demissionair,2,250,1,geertwilderspvv
enige,2,250,1,geertwilderspvv
eu,2,250,1,geertwilderspvv
weken,2,250,1,geertwilderspvv
gelijk,2,250,1,geertwilderspvv
ontdekt,2,250,1,geertwilderspvv
kappers,2,250,1,geertwilderspvv
video,2,250,1,geertwilderspvv
gezicht,2,250,1,geertwilderspvv
help,2,250,1,geertwilderspvv
@omroepon,2,250,1,geertwilderspvv
sociaal,2,250,1,geertwilderspvv
makkelijk,2,250,1,geertwilderspvv
totaal,2,250,1,geertwilderspvv
sprake,2,250,1,geertwilderspvv
geweldig,2,250,1,geertwilderspvv
vaccin,2,250,1,geertwilderspvv
perspectief,2,250,1,geertwilderspvv
minder,2,250,1,geertwilderspvv
be,2,250,1,geertwilderspvv
stil,2,250,1,geertwilderspvv
heet,2,250,1,geertwilderspvv
pakken,2,250,1,geertwilderspvv
@jesseklaver,2,250,1,geertwilderspvv
winkels,2,250,1,geertwilderspvv
buiten,2,250,1,geertwilderspvv
vreedzaam,2,250,1,geertwilderspvv
verschrikkelijk,2,250,1,geertwilderspvv
verworpen,2,250,1,geertwilderspvv
kijkt,2,250,1,geertwilderspvv
verantwoord,2,250,1,geertwilderspvv
afrika,2,250,1,geertwilderspvv
ervan,2,250,1,geertwilderspvv
coronadebat,2,250,1,geertwilderspvv
delen,2,250,1,geertwilderspvv
kandidatenlijst,2,250,1,geertwilderspvv
gezet,2,250,1,geertwilderspvv
beloning,2,250,1,geertwilderspvv
🙏,2,250,1,geertwilderspvv
#elfstedentocht,2,250,1,geertwilderspvv
rechtbank,2,250,1,geertwilderspvv
hoera,2,250,1,geertwilderspvv
levensgevaarlijk,2,250,1,geertwilderspvv
@geenstijl,2,250,1,geertwilderspvv
gehouden,2,250,1,geertwilderspvv
slechter,2,250,1,geertwilderspvv
sluit,2,250,1,geertwilderspvv
pim,2,250,1,geertwilderspvv
fortuyn,2,250,1,geertwilderspvv
voorbaat,2,250,1,geertwilderspvv
uitgesloten,2,250,1,geertwilderspvv
ergens,2,250,1,geertwilderspvv
@adnl,2,250,1,geertwilderspvv
ondemocratisch,2,250,1,geertwilderspvv
grijp,2,250,1,geertwilderspvv
commissarissen,2,250,1,geertwilderspvv
gas,2,250,1,geertwilderspvv
invloed,2,250,1,geertwilderspvv
leggen,2,250,1,geertwilderspvv
stevig,2,250,1,geertwilderspvv
bestaan,2,250,1,geertwilderspvv
vreselijke,2,250,1,geertwilderspvv
invoering,2,250,1,geertwilderspvv
ongekende,2,250,1,geertwilderspvv
lucht,2,250,1,geertwilderspvv
#sneeuw,2,250,1,geertwilderspvv
katten,2,250,1,geertwilderspvv
daarover,2,250,1,geertwilderspvv
rusland,2,250,1,geertwilderspvv
😻,2,250,1,geertwilderspvv
besmetting,2,250,1,geertwilderspvv
israël,2,250,1,geertwilderspvv
regeren,2,250,1,geertwilderspvv
geniet,2,250,1,geertwilderspvv
gevaccineerd,2,250,1,geertwilderspvv
vervolgd,2,250,1,geertwilderspvv
steden,2,250,1,geertwilderspvv
@sigridkaag,2,250,1,geertwilderspvv
schoon,2,250,1,geertwilderspvv
netherlands,2,250,1,geertwilderspvv
waarden,2,250,1,geertwilderspvv
energietransitie,2,250,1,geertwilderspvv
oud,2,250,1,geertwilderspvv
#cda,2,250,1,geertwilderspvv
burgemeesters,2,250,1,geertwilderspvv
felicitaties,2,250,1,geertwilderspvv
gaan,1,435,1,geertwilderspvv
halen,1,435,1,geertwilderspvv
verder,1,435,1,geertwilderspvv
ga,1,435,1,geertwilderspvv
helder,1,435,1,geertwilderspvv
@nrc,1,435,1,geertwilderspvv
erover,1,435,1,geertwilderspvv
den,1,435,1,geertwilderspvv
ramp,1,435,1,geertwilderspvv
el,1,435,1,geertwilderspvv
denk,1,435,1,geertwilderspvv
pvda,1,435,1,geertwilderspvv
bijna,1,435,1,geertwilderspvv
elke,1,435,1,geertwilderspvv
hard,1,435,1,geertwilderspvv
gemaakt,1,435,1,geertwilderspvv
jullie,1,435,1,geertwilderspvv
tijdens,1,435,1,geertwilderspvv
dank,1,435,1,geertwilderspvv
zoals,1,435,1,geertwilderspvv
wens,1,435,1,geertwilderspvv
d,1,435,1,geertwilderspvv
hele,1,435,1,geertwilderspvv
fijne,1,435,1,geertwilderspvv
nou,1,435,1,geertwilderspvv
onrechtmatig,1,435,1,geertwilderspvv
ellende,1,435,1,geertwilderspvv
wijze,1,435,1,geertwilderspvv
waarop,1,435,1,geertwilderspvv
overheid,1,435,1,geertwilderspvv
zat,1,435,1,geertwilderspvv
b,1,435,1,geertwilderspvv
belangrijk,1,435,1,geertwilderspvv
geholpen,1,435,1,geertwilderspvv
pure,1,435,1,geertwilderspvv
stemden,1,435,1,geertwilderspvv
eerder,1,435,1,geertwilderspvv
gehaald,1,435,1,geertwilderspvv
afkomst,1,435,1,geertwilderspvv
kost,1,435,1,geertwilderspvv
amp,1,435,1,geertwilderspvv
daarmee,1,435,1,geertwilderspvv
verhaal,1,435,1,geertwilderspvv
compensatie,1,435,1,geertwilderspvv
hulp,1,435,1,geertwilderspvv
vanwege,1,435,1,geertwilderspvv
vraag,1,435,1,geertwilderspvv
horen,1,435,1,geertwilderspvv
heel,1,435,1,geertwilderspvv
val,1,435,1,geertwilderspvv
rol,1,435,1,geertwilderspvv
aangifte,1,435,1,geertwilderspvv
onacceptabel,1,435,1,geertwilderspvv
ziet,1,435,1,geertwilderspvv
volk,1,435,1,geertwilderspvv
zichtbaar,1,435,1,geertwilderspvv
grootste,1,435,1,geertwilderspvv
peiling,1,435,1,geertwilderspvv
the,1,435,1,geertwilderspvv
miljoenen,1,435,1,geertwilderspvv
v,1,435,1,geertwilderspvv
onderzoek,1,435,1,geertwilderspvv
goede,1,435,1,geertwilderspvv
blijft,1,435,1,geertwilderspvv
staatssecretaris,1,435,1,geertwilderspvv
openbaar,1,435,1,geertwilderspvv
winkel,1,435,1,geertwilderspvv
kun,1,435,1,geertwilderspvv
respecteren,1,435,1,geertwilderspvv
regels,1,435,1,geertwilderspvv
helpen,1,435,1,geertwilderspvv
jonge,1,435,1,geertwilderspvv
zaak,1,435,1,geertwilderspvv
ondernemers,1,435,1,geertwilderspvv
hart,1,435,1,geertwilderspvv
lijst,1,435,1,geertwilderspvv
amsterdam,1,435,1,geertwilderspvv
gegaan,1,435,1,geertwilderspvv
geschokt,1,435,1,geertwilderspvv
rellen,1,435,1,geertwilderspvv
prachtige,1,435,1,geertwilderspvv
miljoen,1,435,1,geertwilderspvv
urk,1,435,1,geertwilderspvv
100,1,435,1,geertwilderspvv
hou,1,435,1,geertwilderspvv
steen,1,435,1,geertwilderspvv
boven,1,435,1,geertwilderspvv
blijkbaar,1,435,1,geertwilderspvv
welke,1,435,1,geertwilderspvv
geven,1,435,1,geertwilderspvv
ambtenaren,1,435,1,geertwilderspvv
tafel,1,435,1,geertwilderspvv
afschaffen,1,435,1,geertwilderspvv
❤,1,435,1,geertwilderspvv
werk,1,435,1,geertwilderspvv
maak,1,435,1,geertwilderspvv
vanaf,1,435,1,geertwilderspvv
zegt,1,435,1,geertwilderspvv
begin,1,435,1,geertwilderspvv
collega,1,435,1,geertwilderspvv
veiligheid,1,435,1,geertwilderspvv
regering,1,435,1,geertwilderspvv
haalt,1,435,1,geertwilderspvv
ware,1,435,1,geertwilderspvv
walgelijk,1,435,1,geertwilderspvv
oplossing,1,435,1,geertwilderspvv
trekken,1,435,1,geertwilderspvv
vreselijk,1,435,1,geertwilderspvv
verantwoordelijk,1,435,1,geertwilderspvv
5,1,435,1,geertwilderspvv
leren,1,435,1,geertwilderspvv
niveau,1,435,1,geertwilderspvv
deur,1,435,1,geertwilderspvv
vervolgens,1,435,1,geertwilderspvv
kader,1,435,1,geertwilderspvv
paard,1,435,1,geertwilderspvv
wagen,1,435,1,geertwilderspvv
kritiek,1,435,1,geertwilderspvv
afstand,1,435,1,geertwilderspvv
geleden,1,435,1,geertwilderspvv
probleem,1,435,1,geertwilderspvv
vd,1,435,1,geertwilderspvv
sgp,1,435,1,geertwilderspvv
vraagt,1,435,1,geertwilderspvv
snelle,1,435,1,geertwilderspvv
bieden,1,435,1,geertwilderspvv
trouw,1,435,1,geertwilderspvv
kou,1,435,1,geertwilderspvv
6,1,435,1,geertwilderspvv
zes,1,435,1,geertwilderspvv
uitleg,1,435,1,geertwilderspvv
straten,1,435,1,geertwilderspvv
lijkt,1,435,1,geertwilderspvv
veroordeeld,1,435,1,geertwilderspvv
sinds,1,435,1,geertwilderspvv
w,1,435,1,geertwilderspvv
wereld,1,435,1,geertwilderspvv
ee,1,435,1,geertwilderspvv
tv,1,435,1,geertwilderspvv
redden,1,435,1,geertwilderspvv
top,1,435,1,geertwilderspvv
omtzigt,1,435,1,geertwilderspvv
richting,1,435,1,geertwilderspvv
lang,1,435,1,geertwilderspvv
gekregen,1,435,1,geertwilderspvv
naast,1,435,1,geertwilderspvv
a,1,435,1,geertwilderspvv
it,1,435,1,geertwilderspvv
weekend,1,435,1,geertwilderspvv
mevrouw,1,435,1,geertwilderspvv
rond,1,435,1,geertwilderspvv
zouden,1,435,1,geertwilderspvv
klas,1,435,1,geertwilderspvv
ontzettend,1,435,1,geertwilderspvv
@ruuddewild,1,435,1,geertwilderspvv
woord,1,435,1,geertwilderspvv
inclusief,1,435,1,geertwilderspvv
@pvda,1,435,1,geertwilderspvv
kreeg,1,435,1,geertwilderspvv
rechtstaat,1,435,1,geertwilderspvv
interview,1,435,1,geertwilderspvv
tussen,1,435,1,geertwilderspvv
opnieuw,1,435,1,geertwilderspvv
korte,1,435,1,geertwilderspvv
denken,1,435,1,geertwilderspvv
50,1,435,1,geertwilderspvv
overigens,1,435,1,geertwilderspvv
htt,1,435,1,geertwilderspvv
plaats,1,435,1,geertwilderspvv
uitspraak,1,435,1,geertwilderspvv
fvd,1,435,1,geertwilderspvv
voorzitter,1,435,1,geertwilderspvv
bedankt,1,435,1,geertwilderspvv
pakt,1,435,1,geertwilderspvv
jetten,1,435,1,geertwilderspvv
disproportioneel,1,435,1,geertwilderspvv
rest,1,435,1,geertwilderspvv
vrij,1,435,1,geertwilderspvv
horeca,1,435,1,geertwilderspvv
by,1,435,1,geertwilderspvv
@youtube,1,435,1,geertwilderspvv
behalve,1,435,1,geertwilderspvv
oktober,1,435,1,geertwilderspvv
@joostniemoller,1,435,1,geertwilderspvv
openen,1,435,1,geertwilderspvv
geldt,1,435,1,geertwilderspvv
last,1,435,1,geertwilderspvv
you,1,435,1,geertwilderspvv
25,1,435,1,geertwilderspvv
fiets,1,435,1,geertwilderspvv
grondrecht,1,435,1,geertwilderspvv
toont,1,435,1,geertwilderspvv
gezegd,1,435,1,geertwilderspvv
boeren,1,435,1,geertwilderspvv
bizarre,1,435,1,geertwilderspvv
salaris,1,435,1,geertwilderspvv
ondertussen,1,435,1,geertwilderspvv
liggen,1,435,1,geertwilderspvv
volg,1,435,1,geertwilderspvv
tien,1,435,1,geertwilderspvv
will,1,435,1,geertwilderspvv
ie,1,435,1,geertwilderspvv
duidelijk,1,435,1,geertwilderspvv
rij,1,435,1,geertwilderspvv
volgende,1,435,1,geertwilderspvv
from,1,435,1,geertwilderspvv
political,1,435,1,geertwilderspvv
maatregelen,1,435,1,geertwilderspvv
23,1,435,1,geertwilderspvv
effectief,1,435,1,geertwilderspvv
him,1,435,1,geertwilderspvv
law,1,435,1,geertwilderspvv
this,1,435,1,geertwilderspvv
aftreden,1,435,1,geertwilderspvv
publiek,1,435,1,geertwilderspvv
muziek,1,435,1,geertwilderspvv
failliet,1,435,1,geertwilderspvv
enorme,1,435,1,geertwilderspvv
klimaat,1,435,1,geertwilderspvv
good,1,435,1,geertwilderspvv
@gertjansegers,1,435,1,geertwilderspvv
zorgen,1,435,1,geertwilderspvv
legt,1,435,1,geertwilderspvv
effect,1,435,1,geertwilderspvv
gebaseerd,1,435,1,geertwilderspvv
verlengd,1,435,1,geertwilderspvv
standpunten,1,435,1,geertwilderspvv
grapperhaus,1,435,1,geertwilderspvv
ziekenhuizen,1,435,1,geertwilderspvv
segers,1,435,1,geertwilderspvv
iedere,1,435,1,geertwilderspvv
mail,1,435,1,geertwilderspvv
gezonde,1,435,1,geertwilderspvv
vaccineren,1,435,1,geertwilderspvv
wellicht,1,435,1,geertwilderspvv
cultuur,1,435,1,geertwilderspvv
ziek,1,435,1,geertwilderspvv
duidelijker,1,435,1,geertwilderspvv
pak,1,435,1,geertwilderspvv
best,1,435,1,geertwilderspvv
lijden,1,435,1,geertwilderspvv
onjuist,1,435,1,geertwilderspvv
onbegrijpelijk,1,435,1,geertwilderspvv
ja21,1,435,1,geertwilderspvv
hè,1,435,1,geertwilderspvv
grenzen,1,435,1,geertwilderspvv
tekenen,1,435,1,geertwilderspvv
restaurants,1,435,1,geertwilderspvv
overlijden,1,435,1,geertwilderspvv
prachtig,1,435,1,geertwilderspvv
noordelijk,1,435,1,geertwilderspvv
beurt,1,435,1,geertwilderspvv
gooi,1,435,1,geertwilderspvv
aangekondigd,1,435,1,geertwilderspvv
aanval,1,435,1,geertwilderspvv
donderdag,1,435,1,geertwilderspvv
besmettingen,1,435,1,geertwilderspvv
#verkiezingen,1,435,1,geertwilderspvv
klap,1,435,1,geertwilderspvv
kies,1,435,1,geertwilderspvv
11,1,435,1,geertwilderspvv
kanker,1,435,1,geertwilderspvv
vrienden,1,435,1,geertwilderspvv
letterlijk,1,435,1,geertwilderspvv
maand,1,435,1,geertwilderspvv
praktijk,1,435,1,geertwilderspvv
eerst,1,435,1,geertwilderspvv
speech,1,435,1,geertwilderspvv
kamervragen,1,435,1,geertwilderspvv
ipv,1,435,1,geertwilderspvv
65,1,435,1,geertwilderspvv
zorgpersoneel,1,435,1,geertwilderspvv
