naam,show,date,correct,corona,gender,migratie,vakgebied,wetenschap,partij,polfunctie,Datum,GEM
jeroen smit,Jinek,2021-01-08,NA,0,m,0,Journalist,NA,NA,NA,01/08/2021,1210000
jeroen smit,Jinek,2021-02-23,NA,0,m,0,Journalist,NA,NA,NA,02/23/2021,1055000
jeroen smit,Jinek,2020-04-02,NA,0,m,0,Journalist,NA,NA,NA,04/02/2020,955000
jeroen smit,Jinek,2020-04-17,NA,0,m,0,Journalist,NA,NA,NA,04/17/2020,1001000
jeroen snel,Op1,2020-07-17,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/17/2020,992000
jeroen stekelenburg,Op1,2020-05-14,NA,0,m,0,Journalist,NA,NA,NA,05/14/2020,1110000
jeroen stekelenburg,Op1,2020-04-24,NA,0,m,0,Journalist,NA,NA,NA,04/24/2020,1123000
jeroen stekelenburg,Op1,2020-04-01,NA,0,m,0,Journalist,NA,NA,NA,04/01/2020,1213000
jeroen stekelenburg,Op1,2020-06-12,NA,0,m,0,Journalist,NA,NA,NA,06/12/2020,790000
jeroen stekelenburg,Vooravond,2020-09-23,NA,0,m,0,Journalist,NA,NA,NA,09/23/2020,974000
jeroen stekelenburg,Vooravond,2020-09-03,NA,0,m,0,Journalist,NA,NA,NA,09/03/2020,909000
jeroen stekelenburg,Vooravond,2021-02-25,NA,0,m,0,Journalist,NA,NA,NA,02/25/2021,710000
jeroen toirkens,M,2021-02-11,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,02/11/2021,897000
jeroen van koningsbrugge,Beau,2020-07-10,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/10/2020,648000
jeroen van koningsbrugge,Jinek,2020-10-29,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/29/2020,738000
jeroen van koningsbrugge,Jinek,2020-02-27,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,02/27/2020,634000
jeroen van koningsbrugge,Jinek,2020-04-17,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/17/2020,1001000
jeroen van merwijk,Op1,2020-12-18,NA,0,m,0,Cabaretier,NA,NA,NA,12/18/2020,984000
jeroen woe,Vooravond,2020-10-21,NA,0,m,0,Cabaretier,NA,NA,NA,10/21/2020,1190000
jeroen woe,Jinek,2020-04-20,NA,0,m,0,Cabaretier,NA,NA,NA,04/20/2020,821000
jeroen wollaars,DWDD,2020-02-28,NA,0,m,0,Journalist,NA,NA,NA,02/28/2020,1335000
jerry de vries,Op1,2020-10-01,NA,1,m,0,Bedrijfsleven,NA,NA,NA,10/01/2020,895000
jesse frederik,Op1,2021-01-18,NA,0,m,0,Journalist,NA,NA,NA,01/18/2021,1046000
jesse klaver,Op1,2020-04-28,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,04/28/2020,1304000
jesse klaver,Op1,2021-01-17,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,01/17/2021,1407000
jesse klaver,Op1,2020-10-16,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,10/16/2020,1029000
jesse klaver,Op1,2020-09-29,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,09/29/2020,1055000
jesse klaver,Op1,2020-08-26,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,08/26/2020,926000
jesse klaver,Op1,2020-08-18,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,08/18/2020,1008000
jesse klaver,Op1,2020-07-10,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,07/10/2020,754000
jesse klaver,M,2021-01-28,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,01/28/2021,1023000
jesse klaver,M,2020-12-14,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,12/14/2020,3571000
jesse klaver,Vooravond,2020-10-08,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,10/08/2020,1034000
jesse klaver,Vooravond,2021-03-03,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,03/03/2021,986000
jesse klaver,Op1,2021-02-21,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,02/21/2021,1033000
jesse klaver,Op1,2021-03-12,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,03/12/2021,1057000
jesse klaver,Beau,2020-05-22,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,05/22/2020,881000
jesse klaver,Jinek,2020-09-23,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,09/23/2020,808000
jesse klaver,Jinek,2020-10-29,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,10/29/2020,738000
jesse klaver,Jinek,2021-02-08,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,02/08/2021,985000
jesse klaver,Jinek,2021-03-15,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,03/15/2021,906000
jesse klaver,Jinek,2020-03-13,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,03/13/2020,1075000
jesse klaver,Jinek,2020-04-20,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,04/20/2020,821000
jessica durlacher,Op1,2021-01-19,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,01/19/2021,1015000
jessica van tijn,Op1,2020-05-02,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,05/02/2020,1263000
jessica villerius,Beau,2020-12-09,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,12/09/2020,691000
jet berkhout,M,2020-05-07,NA,0,v,0,Journalist,NA,NA,NA,05/07/2020,791000
jet berkhout,M,2020-05-06,NA,0,v,0,Journalist,NA,NA,NA,05/06/2020,2471000
jet berkhout,Vooravond,2020-10-19,NA,0,v,0,Journalist,NA,NA,NA,10/19/2020,1059000
jet bussemaker,Op1,2021-01-21,NA,1,v,0,Medisch personeel,NA,NA,NA,01/21/2021,796000
jetje manheim,M,2021-01-27,NA,0,v,0,Burger,NA,NA,NA,01/27/2021,1286000
jetske van der schaar,Op1,2020-02-27,NA,0,v,0,Burger,NA,NA,NA,02/27/2020,736000
jetske van der schaar,Op1,2020-11-11,NA,0,v,0,Burger,NA,NA,NA,11/11/2020,849000
jett rebel,M,2020-07-01,NA,0,m,0,Muzikant,NA,NA,NA,07/01/2020,631000
jett rebel,M,2020-06-01,NA,0,m,0,Muzikant,NA,NA,NA,06/01/2020,690000
jett rebel,Vooravond,2021-02-24,NA,0,m,0,Muzikant,NA,NA,NA,02/24/2021,841000
jildert huitema,Beau,2020-06-09,NA,0,m,0,Bedrijfsleven,NA,NA,NA,06/09/2020,808000
jim bakkum,Beau,2020-05-27,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/27/2020,888000
jim bakkum,Beau,2020-06-03,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/03/2020,806000
jim deddes,Vooravond,2020-09-17,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/17/2020,837000
jitse groen,Jinek,2020-09-09,NA,0,m,0,Bedrijfsleven,NA,NA,NA,09/09/2020,710000
joanne buwalda,Op1,2020-04-27,NA,1,v,0,Burger,NA,NA,NA,04/27/2020,1096000
job cohen,M,2021-02-09,NA,0,m,0,Politiek,NA,PvdA,Ex-politicus,02/09/2021,1035000
jochem myjer,Beau,2020-12-16,NA,0,m,0,Cabaretier,NA,NA,NA,12/16/2020,801000
joe buck,M,2020-04-30,NA,0,m,0,Muzikant,NA,NA,NA,04/30/2020,980000
joel borelli,Jinek,2020-04-01,NA,1,m,0,Mediapersoonlijkheid,NA,NA,NA,04/01/2020,843000
joel broekaert,M,2020-11-11,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,11/11/2020,949000
joel ricardo,Op1,2020-08-28,NA,0,m,0,Burger,NA,NA,NA,08/28/2020,606000
joel voordewind,Op1,2020-09-09,NA,0,m,0,Politiek,NA,ChristenUnie,Tweede Kamerlid,09/09/2020,893000
johan bindels,Op1,2020-04-22,NA,1,m,0,Burger,NA,NA,NA,04/22/2020,1209000
johan de vos,Op1,2020-06-07,NA,1,m,0,Bedrijfsleven,NA,NA,NA,06/07/2020,1291000
johan de vos,Op1,2020-05-23,NA,1,m,0,Bedrijfsleven,NA,NA,NA,05/23/2020,1272000
johan de vos,Op1,2021-02-25,NA,1,m,0,Bedrijfsleven,NA,NA,NA,02/25/2021,869000
johan de vos,Beau,2020-12-02,NA,1,m,0,Bedrijfsleven,NA,NA,NA,12/02/2020,681000
johan de vos,Jinek,2020-10-12,NA,1,m,0,Bedrijfsleven,NA,NA,NA,10/12/2020,826000
johan de vos,Jinek,2020-10-15,NA,1,m,0,Bedrijfsleven,NA,NA,NA,10/15/2020,867000
johan derksen,Beau,2020-06-16,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/16/2020,759000
johan derksen,Jinek,2020-10-22,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/22/2020,817000
johan fretz,M,2020-05-25,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,05/25/2020,905000
johan goossens,M,2020-05-13,NA,0,m,0,Cabaretier,NA,NA,NA,05/13/2020,1232000
johan pouw,Op1,2020-06-08,NA,1,m,0,Bedrijfsleven,NA,NA,NA,06/08/2020,1113000
john arink,Op1,2020-07-21,NA,0,m,0,Bedrijfsleven,NA,NA,NA,07/21/2020,985000
john bercow,Op1,2020-03-02,NA,0,m,0,Burger,NA,NA,NA,03/02/2020,902000
john de jong,M,2020-06-29,john de jong,0,m,0,Sporter,NA,NA,NA,06/29/2020,733000
john de mol,Beau,2020-11-25,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/25/2020,914000
john jorritsma,Op1,2020-04-02,NA,1,m,0,Politiek,NA,VVD,Lokaal,04/02/2020,1076000
john jorritsma,Op1,2021-01-17,NA,1,m,0,Politiek,NA,VVD,Lokaal,01/17/2021,1407000
john jorritsma,Op1,2020-11-30,NA,1,m,0,Politiek,NA,VVD,Lokaal,11/30/2020,951000
john jorritsma,Op1,2020-10-13,NA,1,m,0,Politiek,NA,VVD,Lokaal,10/13/2020,1094000
john jorritsma,Jinek,2020-09-28,NA,1,m,0,Politiek,NA,VVD,Lokaal,09/28/2020,785000
john jorritsma,Jinek,2021-01-25,NA,1,m,0,Politiek,NA,VVD,Lokaal,01/25/2021,1316000
john leerdam,M,2020-06-04,NA,0,m,0,Politiek,NA,PvdA,Ex-politicus,06/04/2020,890000
john lucas,Op1,2020-08-21,NA,0,m,0,Politie,NA,NA,NA,08/21/2020,704000
john mulder,Op1,2020-04-09,NA,1,m,0,Bedrijfsleven,NA,NA,NA,04/09/2020,1317000
john van de laar,Op1,2020-04-19,NA,1,m,0,Burger,NA,NA,NA,04/19/2020,1236000
john van den heuvel,Op1,2020-10-12,NA,0,m,0,Journalist,NA,NA,NA,10/12/2020,1020000
john van den heuvel,Beau,2020-12-03,NA,0,m,0,Journalist,NA,NA,NA,12/03/2020,877000
john van den heuvel,Jinek,2021-01-08,NA,0,m,0,Journalist,NA,NA,NA,01/08/2021,1210000
john veerman,M,2021-01-04,NA,0,m,0,Burger,NA,NA,NA,01/04/2021,1025000
johnny de mol,Vooravond,2020-09-10,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/10/2020,864000
joke bruijs,M,2020-11-13,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,11/13/2020,1048000
jolanda buseman kerkhof,Op1,2020-09-11,NA,1,v,0,Medisch personeel,NA,NA,NA,09/11/2020,801000
jolanda rietel,Op1,2021-01-08,NA,1,v,0,Onderwijs,NA,NA,NA,01/08/2021,972000
jolanda siemers,Beau,2020-11-11,NA,0,v,0,Burger,NA,NA,NA,11/11/2020,611000
jolanda smit,Jinek,2020-10-21,NA,1,v,0,Wetenschapper,Virologie,NA,NA,10/21/2020,617000
jon karthaus,Op1,2020-05-23,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/23/2020,1272000
jon van eerd,Op1,2020-04-17,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/17/2020,1305000
jonathan van het reve,Op1,2020-07-04,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,07/04/2020,992000
joop alberda,Op1,2020-06-18,NA,0,m,0,Sporter,NA,NA,NA,06/18/2020,1154000
joop van daele,Vooravond,2020-09-07,NA,0,m,0,Sporter,NA,NA,NA,09/07/2020,886000
joop van den ende,Op1,2020-09-30,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/30/2020,949000
joop zoetemelk,Op1,2020-05-18,NA,0,m,0,Sporter,NA,NA,NA,05/18/2020,1060000
joop zoetemelk,Op1,2020-07-13,NA,0,m,0,Sporter,NA,NA,NA,07/13/2020,1054000
joost eerdmans,Op1,2020-06-03,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,06/03/2020,1200000
joost eerdmans,Op1,2020-05-08,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,05/08/2020,1066000
joost eerdmans,Op1,2021-01-07,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,01/07/2021,904000
joost eerdmans,Op1,2020-10-29,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,10/29/2020,943000
joost eerdmans,Op1,2021-03-15,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,03/15/2021,1015000
joost eerdmans,Beau,2020-05-06,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,05/06/2020,744000
joost eerdmans,Beau,2020-11-09,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,11/09/2020,1058000
joost eerdmans,Beau,2020-11-27,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,11/27/2020,1479000
joost eerdmans,Beau,2020-12-18,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,12/18/2020,1013000
joost eerdmans,Jinek,2020-09-30,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,09/30/2020,829000
joost eerdmans,Jinek,2020-10-02,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,10/02/2020,1366000
joost eerdmans,Jinek,2020-10-06,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,10/06/2020,764000
joost eerdmans,Jinek,2020-11-03,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,11/03/2020,887000
joost eerdmans,Jinek,2020-11-04,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,11/04/2020,941000
joost eerdmans,Jinek,2020-11-05,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,11/05/2020,1005000
joost eerdmans,Jinek,2020-11-06,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,11/06/2020,1589000
joost eerdmans,Jinek,2021-01-20,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,01/20/2021,911000
joost eerdmans,Jinek,2021-01-29,NA,0,m,0,Politiek,NA,JA21,Tweede Kamerlid,01/29/2021,1196000
joost luiten,Op1,2020-05-24,NA,0,m,0,Sporter,NA,NA,NA,05/24/2020,1360000
joost vullings,Op1,2020-05-27,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/27/2020,1199000
joost vullings,Op1,2020-05-05,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/05/2020,1255000
joost vullings,Op1,2020-04-16,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/16/2020,1061000
joost vullings,Op1,2020-04-08,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/08/2020,1210000
joost vullings,Op1,2020-04-01,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/01/2020,1213000
joost vullings,Op1,2020-03-17,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/17/2020,992000
joost vullings,Op1,2020-03-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/15/2020,1296000
joost vullings,Op1,2020-03-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/12/2020,998000
joost vullings,Op1,2020-03-03,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/03/2020,740000
joost vullings,Op1,2021-01-20,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/20/2021,1057000
joost vullings,Op1,2021-01-18,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/18/2021,1046000
joost vullings,Op1,2021-01-14,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/14/2021,818000
joost vullings,Op1,2021-01-13,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/13/2021,954000
joost vullings,Op1,2021-01-11,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/11/2021,1046000
joost vullings,Op1,2021-01-05,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/05/2021,868000
joost vullings,Op1,2020-12-11,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,12/11/2020,983000
joost vullings,Op1,2020-12-08,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,12/08/2020,781000
joost vullings,Op1,2020-11-25,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/25/2020,911000
joost vullings,Op1,2020-11-23,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/23/2020,992000
joost vullings,Op1,2020-11-18,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/18/2020,787000
joost vullings,Op1,2020-11-06,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/06/2020,1373000
joost vullings,Op1,2020-10-28,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/28/2020,945000
joost vullings,Op1,2020-10-26,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/26/2020,928000
joost vullings,Op1,2020-10-14,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/14/2020,895000
joost vullings,Op1,2020-10-13,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/13/2020,1094000
joost vullings,Op1,2020-09-21,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/21/2020,794000
joost vullings,Op1,2020-09-17,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/17/2020,775000
joost vullings,Op1,2020-09-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/15/2020,739000
joost vullings,Op1,2020-07-14,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/14/2020,1063000
joost vullings,Op1,2020-07-05,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/05/2020,1075000
joost vullings,Op1,2020-07-02,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/02/2020,884000
joost vullings,Op1,2020-06-18,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/18/2020,1154000
joost vullings,Op1,2020-06-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/15/2020,947000
joost vullings,Op1,2021-02-23,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,02/23/2021,857000
joost vullings,Op1,2021-02-21,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,02/21/2021,1033000
joost vullings,Op1,2021-03-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/15/2021,1015000
joost vullings,Op1,2021-03-14,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/14/2021,1057000
joost vullings,Op1,2021-03-10,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/10/2021,726000
joost vullings,Op1,2021-03-09,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/09/2021,664000
joost vullings,Op1,2021-02-09,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,02/09/2021,1034000
joost vullings,Op1,2021-02-03,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,02/03/2021,1118000
joost vullings,Op1,2021-03-16,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,NA,995200.5730659027
jop de vrieze,M,2021-01-26,NA,0,m,0,Journalist,NA,NA,NA,01/26/2021,1355000
jop de vrieze,M,2020-11-27,NA,0,m,0,Journalist,NA,NA,NA,11/27/2020,876000
jop de vrieze,Beau,2020-12-21,NA,0,m,0,Journalist,NA,NA,NA,12/21/2020,840000
jorden van foreest,Jinek,2021-02-01,NA,0,m,0,Sporter,NA,NA,NA,02/01/2021,1080000
jordi van de bovenkamp,Beau,2020-05-15,NA,0,m,0,Burger,NA,NA,NA,05/15/2020,980000
jorgen raymann,Op1,2020-05-26,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/26/2020,1034000
jorgen raymann,Op1,2021-01-29,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/29/2021,931000
jorgen raymann,Op1,2020-11-09,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/09/2020,1089000
jorgen raymann,Op1,2020-06-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/15/2020,947000
joris bijdendijk,Op1,2020-12-11,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,12/11/2020,983000
joris bijdendijk,M,2020-11-11,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,11/11/2020,949000
joris bijdendijk,Beau,2020-12-14,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,12/14/2020,1095000
joris linssen,Op1,2020-07-20,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/20/2020,1110000
joris linssen,M,2020-11-13,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/13/2020,1048000
joris linssen,M,2020-05-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/12/2020,1089000
joris marseille,Op1,2020-03-22,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/22/2020,1914000
joris sebregts,M,2020-11-10,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,11/10/2020,989000
jorjen neumann,Op1,2020-05-26,NA,0,m,0,Burger,NA,NA,NA,05/26/2020,1034000
jort kelder,Op1,2020-05-29,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/29/2020,929000
jort kelder,Op1,2020-04-13,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/13/2020,1419000
jort kelder,Op1,2020-04-03,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/03/2020,1251000
jort kelder,Op1,2020-08-27,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,08/27/2020,902000
jort kelder,Vooravond,2020-10-13,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/13/2020,3133000
jort kelder,Beau,2020-05-05,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/05/2020,766000
jort kelder,Beau,2020-05-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/15/2020,980000
jort kelder,Beau,2020-05-22,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/22/2020,881000
jort kelder,Beau,2020-06-08,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/08/2020,762000
jort kelder,Beau,2020-06-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/15/2020,675000
jort kelder,Beau,2020-06-19,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/19/2020,815000
jort kelder,Beau,2020-07-06,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/06/2020,653000
jort kelder,Jinek,2020-03-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/12/2020,922000
jort kelder,Jinek,2020-03-20,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/20/2020,1085000
jort kelder,Jinek,2020-03-27,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/27/2020,1186000
jos verhulst,Op1,2020-05-26,NA,0,m,0,Burger,NA,NA,NA,05/26/2020,1034000
jos wienen,Op1,2020-06-20,NA,0,m,0,Politiek,NA,CDA,Lokaal,06/20/2020,1030000
jose kok,Op1,2020-06-06,NA,0,v,0,Burger,NA,NA,NA,06/06/2020,1104000
jose kok,Op1,2020-05-02,NA,0,v,0,Burger,NA,NA,NA,05/02/2020,1263000
jose kok,Op1,2020-04-16,NA,0,v,0,Burger,NA,NA,NA,04/16/2020,1061000
jose kok,Op1,2020-08-14,NA,0,v,0,Burger,NA,NA,NA,08/14/2020,808000
josephine arendsen,M,2020-12-01,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,12/01/2020,872000
josephine dumas,Op1,2020-04-17,NA,1,v,0,Onderwijs,NA,NA,NA,04/17/2020,1305000
joshua kotadiny,Vooravond,2020-09-03,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,09/03/2020,909000
joshua nolet,Op1,2020-05-15,NA,0,m,0,Muzikant,NA,NA,NA,05/15/2020,932000
joyce de ruiter,M,2020-06-23,NA,0,v,0,Bedrijfsleven,NA,NA,NA,06/23/2020,603000
juan martinez,Beau,2020-11-27,NA,0,m,1,Muzikant,NA,NA,NA,11/27/2020,1479000
judith de kom,M,2020-06-25,NA,0,v,1,Burger,NA,NA,NA,06/25/2020,514000
judith goudsmit,M,2020-06-17,NA,0,v,0,Burger,NA,NA,NA,06/17/2020,906000
judith jacobs,Op1,2020-05-04,NA,0,v,0,Burger,NA,NA,NA,05/04/2020,1179000
judith kruizenga,Op1,2020-12-15,NA,1,v,0,Medisch personeel,NA,NA,NA,12/15/2020,802000
judith kruizenga,Op1,2020-09-30,NA,1,v,0,Medisch personeel,NA,NA,NA,09/30/2020,949000
judith sliedregt,Op1,2020-03-12,NA,1,v,0,Onderwijs,NA,NA,NA,03/12/2020,998000
judy blank,M,2020-12-17,NA,0,v,0,Muzikant,NA,NA,NA,12/17/2020,955000
judy blank,Vooravond,2020-09-10,NA,0,v,0,Muzikant,NA,NA,NA,09/10/2020,864000
julia van weert,M,2020-04-09,NA,1,v,0,Wetenschapper,Communicatiewetenschappen,NA,NA,04/09/2020,1018000
julia wouters,M,2021-01-18,NA,0,v,0,Wetenschapper,Politicologie,NA,NA,01/18/2021,1217000
julia wouters,M,2021-01-14,NA,0,v,0,Wetenschapper,Politicologie,NA,NA,01/14/2021,1095000
julia wouters,Op1,2021-03-16,NA,0,v,0,Wetenschapper,Politicologie,NA,NA,NA,995200.5730659027
julia zahra,M,2020-06-26,NA,0,v,0,Muzikant,NA,NA,NA,06/26/2020,635000
julia zahra,M,2020-06-05,NA,0,v,0,Muzikant,NA,NA,NA,06/05/2020,981000
julia zahra,M,2020-04-17,NA,0,v,0,Muzikant,NA,NA,NA,04/17/2020,971000
julian hooikaas,Op1,2020-09-23,NA,1,m,0,Medisch personeel,NA,NA,NA,09/23/2020,858000
julie sharon,Op1,2020-03-28,NA,1,v,0,Bedrijfsleven,NA,NA,NA,03/28/2020,1233000
julien althuisius,M,2020-05-18,NA,0,m,0,Journalist,NA,NA,NA,05/18/2020,743000
jurre geluk,Op1,2020-08-21,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,08/21/2020,704000
buddy vedder,Jinek,2020-10-16,buddy vedder,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/16/2020,1536000
jutta chorus,M,2020-04-08,NA,0,v,0,Journalist,NA,NA,NA,04/08/2020,1042000
jutta leerdam,Jinek,2020-11-04,NA,0,v,0,Sporter,NA,NA,NA,11/04/2020,941000
jutta leerdam,Jinek,2020-04-07,NA,0,v,0,Sporter,NA,NA,NA,04/07/2020,906000
kaj gorgels,M,2020-11-26,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/26/2020,782000
