iisID,wave,start_date,end_date,duration_min,progress,A1,A1_not,A1_vote,A2,A2_otherparty,order_A2,A3,order_A3,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,order_B2,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B3_12,B3_13,H1,H2,H7,H7a,H7b,H8,H9,H10,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I1_8,I1_9,I2_1,I2_2,I2_3,I2_4,I2_5,I2_6,I2_7,I2_8,I2_9,I2_10,I2_11,I2_12,I2_13,I2_other,I3_17,I3_1,I3_2,I3_3,I3_4,I3_5,I3_6,I3_7,I3_8,I3_9,I3_10,I3_11,I3_12,I3_13,I3_14,I3_15,I3_other,I4_1,I4_2,I4_3,I4_4,I4_5,I4_6,I4_7,I4_8,I4_15,I4_other_blogs,I4_other_sites,I5_1,I5_2,I5_3,I5_4,I5_5,I5_6,I5_7,I5_8,I5_9,I5_10,I5_11,I5_other,I6_1,I6_2,I6_3,I6_4,I6_5,I6_6,I6_other,I7_1,I7_2,I7_12,I7_3,I7_4,I7_5,I7_6,I7_7,I7_8,I7_9,I7_11,I7_other
112002981566,wave 1,2021-02-07T15:35:56Z,2021-02-07T15:36:12Z,0.25,21,998,NA,NA,3,NA,8|7|12|10|3|9|11|2|13|4|5|1|6|14|15|16,3|6|7|9|0|0|0,6|2|3|7|5|11|1|9|13|8|12|4|10,3,6,7,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112002984114,wave 1,2021-02-02T17:20:55Z,2021-02-02T17:27:34Z,6.65,100,1,NA,Stemmen is meebeslissen,11,NA,2|7|13|9|12|10|11|3|4|5|8|6|1|14|15|16,7|11|0|0|0|0|0,1|13|11|9|2|6|7|4|3|8|5|12|10,7,11,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,2,1,12|7|13|8|2|9|3|4|1|6|10|5|11,0,999,999,999,999,999,999,999,999,999,999,0,999,2,3,2,10,10,Tweede wereldoorlog,Geen idee,Afschaffen Corona maatregelen,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NOS.nl,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112002986207,wave 1,2021-02-02T17:31:49Z,2021-02-02T17:54:50Z,23.02,100,998,NA,NA,999,NA,13|4|12|8|9|7|3|2|11|6|5|1|10|14|15|16,1|7|9|0|0|0|0,2|7|11|9|6|8|13|5|4|12|1|3|10,1,7,9,0,0,0,0,1,1,2,2,999,3,1,999,2,1,1,2,999,2|12|4|5|8|10|1|7|3|13|11|9|6,999,999,6,5,999,8,999,999,7,999,999,8,999,1,3,3,1,2,Crisis,Mark Rutten,Gelijkheid,3,5,5,2,1,0,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Nu,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112002986298,wave 1,2021-02-02T21:48:07Z,2021-02-02T21:57:05Z,8.97,100,1,NA,Het is een recht dus gebruiken,14,NA,6|8|7|3|12|11|9|2|10|1|4|5|13|14|15|16,1|3|12|0|0|0|0,13|10|4|1|9|8|12|7|11|5|3|2|6,1,3,12,0,0,0,0,1,2,2,2,3,2,2,2,2,1,2,2,2,10|12|3|8|5|7|6|2|11|13|4|9|1,999,8,7,6,5,5,5,8,6,999,6,8,7,1,3,2,4,4,Oorlog,Johan Cruijff,Meer verdraagzaamheid en gelijke kansen,7,7,7,7,2,2,3,7,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,1,Geen,1,1,NA,1,1,NA,NA,NA,NA,NA,1,Bnr
112002988890,wave 1,2021-02-02T17:43:19Z,2021-02-02T17:56:38Z,13.32,100,1,NA,Dat is mijn recht en plicht in een democratie,7,NA,1|2|11|4|3|13|9|5|10|8|12|6|7|14|15|16,6|7|8|11|0|0|0,7|1|6|12|8|11|4|2|5|3|9|13|10,6,7,8,11,0,0,0,1,1,999,999,2,2,3,1,1,999,1,3,999,6|10|3|11|1|13|2|9|8|7|4|12|5,999,999,999,999,0,8,10,999,999,999,999,2,999,2,2,1,0,5,Dit is meer een essay vraag maar als ik een ding moet noemen onze strijd tegen het water nu en ook vrees is in de toekomst,Geen idee,Koplopers in innovatie in duurzaamheid,1,0,0,5,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NOS.nl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112002991504,wave 1,2021-02-02T17:44:51Z,2021-02-02T17:58:14Z,13.38,100,1,NA,burgerplicht,12,NA,3|13|8|6|10|12|1|7|4|5|11|9|2|14|15|16,1|2|12|0|0|0|0,13|10|6|5|1|7|8|3|12|9|11|2|4,1,2,12,0,0,0,0,2,1,2,1,3,3,1,1,3,1,2,3,999,7|10|11|1|3|5|6|12|4|8|2|9|13,6,999,2,999,7,2,999,999,4,999,2,8,999,3,3,3,10,8,Unie van Utrecht,Johan van Oldenbarnevelt,Kunstmatige Intelligentie,0,0,6,6,7,0,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
112002995426,wave 1,2021-02-02T19:44:33Z,2021-02-12T11:24:02Z,13899.48,100,1,NA,Nederland is toe aan verandering Eens kijken of dat lukt,5,NA,8|12|13|6|2|10|7|9|11|1|5|4|3|14|15|16,2|5|9|10|0|0|0,8|5|2|12|11|13|7|3|9|4|1|6|10,2,5,9,10,0,0,0,1,999,1,999,3,1,1,999,1,1,1,1,999,4|2|9|13|7|6|10|3|12|8|5|11|1,999,999,999,999,2,999,999,999,999,999,999,999,999,2,3,1,6,7,Tweede Wereldoorlog,Tweede Wereldoorlog,Behoud van Nederlandse cultuur en levensstijl,0,0,0,7,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,Telegraaf.nl ed.nl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003000293,wave 1,2021-02-03T22:10:47Z,2021-02-03T22:15:18Z,4.52,100,1,NA,Waarom niet,12,NA,11|12|8|7|6|10|3|13|2|9|4|5|1|14|15|16,8|9|12|0|0|0|0,13|8|10|6|11|1|7|2|12|3|4|5|9,8,9,12,0,0,0,0,999,999,999,999,2,999,1,999,1,999,999,3,999,5|2|8|11|9|4|1|12|13|3|6|10|7,999,999,999,999,8,999,999,999,999,999,999,8,999,3,4,4,7,8,NA,Adolf Hitler,Een dicktatuur,2,5,5,1,0,7,7,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Jeugdjournaal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003004424,wave 1,2021-02-03T10:56:39Z,2021-02-03T11:06:41Z,10.02,100,1,NA,Ik vind het belangrijk om gebruik te maken van mijn kiesrecht,6,NA,9|4|11|8|2|5|7|1|6|13|12|10|3|14|15|16,6|7|11|0|0|0|0,11|4|6|13|8|9|3|12|5|1|10|2|7,6,7,11,0,0,0,0,2,1,2,1,1,2,1,1,2,1,1,3,1,12|8|13|3|9|4|11|7|6|1|2|5|10,5,999,5,999,999,6,999,999,5,999,999,4,999,2,2,2,3,4,slavernijverleden,moeilijk te zeggen,minder polarisatie,7,0,1,2,5,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,WNL op zondag,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003005398,wave 1,2021-02-02T17:33:37Z,2021-02-02T17:40:42Z,7.07,100,998,NA,NA,11,NA,13|3|7|4|10|8|9|11|1|12|6|5|2|14|15|16,6|7|11|0|0|0|0,6|11|5|3|2|7|9|1|4|13|10|12|8,6,7,11,0,0,0,0,999,999,999,999,2,1,999,999,2,999,1,1,999,9|1|8|10|3|13|2|4|7|12|11|6|5,999,999,999,999,1,999,999,999,1,999,999,999,999,2,3,1,2,2,Geen gepecefiek,Mata harie,Betere toekomst voor mensen met een beperking,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003006535,wave 1,2021-02-03T14:27:30Z,2021-02-03T14:49:17Z,21.78,83,1,NA,Ik wil bijdragen aan de vorming van het nieuwe kabinet,999,NA,10|11|2|9|8|3|13|7|1|5|4|12|6|14|15|16,1|2|3|7|12|13|0,2|10|3|6|4|5|1|7|8|13|11|9|12,1,2,3,7,12,13,0,2,999,2,1,3,2,2,999,3,999,1,3,999,5|10|2|13|3|4|11|9|6|12|8|7|1,5,999,4,999,2,5,4,999,5,999,999,2,999,2,2,4,1,5,De neutrale positie van Nederland tijdens de oorlogen,geen idee,Meer acceptatie van buitenlanders en gelijke kansen,5,1,0,5,5,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,nvt,1,1,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Geen,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003008800,wave 1,2021-02-03T21:02:52Z,2021-02-03T21:15:06Z,12.23,100,1,NA,Wil stem niet verloren laten gaan,15,NA,3|4|9|7|13|8|12|6|1|11|2|10|5|14|15|16,8|11|13|0|0|0|0,11|4|9|13|10|8|3|1|2|6|5|12|7,8,11,13,0,0,0,0,2,1,1,2,3,2,1,1,3,1,1,2,1,7|12|10|11|5|2|9|3|6|8|4|13|1,5,999,999,3,0,4,999,999,0,999,999,6,999,2,3,1,0,5,Verliezen van cultuur,Geen idee,Rust,2,5,0,5,3,0,1,5,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Tubantia.nl
112003011150,wave 1,2021-02-02T17:20:38Z,2021-02-02T17:24:36Z,3.95,100,1,NA,Pvv,9,NA,1|2|12|3|8|9|13|5|10|7|6|4|11|14|15|16,7|9|0|0|0|0|0,11|6|2|10|13|7|12|5|4|9|1|8|3,7,9,0,0,0,0,0,999,999,999,999,2,999,999,999,3,999,2,1,999,1|9|10|6|13|12|5|11|3|4|7|8|2,999,999,999,999,5,999,999,999,10,999,1,999,999,3,2,4,2,2,Corona,Corona,Corona,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Internet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
112003011232,wave 1,2021-02-03T08:43:45Z,2021-02-04T10:41:16Z,1557.5,100,1,NA,Anders gaat mijn stem naar de partij wat ik niet wil,13,NA,8|3|1|11|12|2|7|10|13|5|4|6|9|14|15|16,8|13|0|0|0|0|0,4|8|7|2|6|13|11|12|1|9|10|3|5,8,13,0,0,0,0,0,999,999,2,999,2,2,999,2,3,999,1,3,1,1|4|6|12|13|5|3|9|10|2|8|11|7,999,999,5,999,5,0,999,5,0,999,999,7,999,3,3,1,6,7,Ze zijn er niet voor de mensen op leeftijd,Geen idee,Geen idee,4,6,7,3,3,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
112003011696,wave 1,2021-02-02T19:14:13Z,2021-02-02T19:20:00Z,5.77,100,1,NA,Belangrijk,11,NA,1|5|7|10|13|11|9|6|2|4|8|12|3|14|15|16,1|7|11|0|0|0|0,1|3|5|12|11|13|6|7|9|10|8|2|4,1,7,11,0,0,0,0,2,1,2,1,1,1,2,1,1,1,1,2,999,1|8|4|6|11|12|9|3|5|13|7|2|10,6,999,6,999,999,999,7,999,999,999,999,5,999,1,3,2,4,5,NA,NA,NA,5,2,1,6,1,1,1,6,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,geen,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003013016,wave 1,2021-02-02T22:51:57Z,2021-02-02T23:08:23Z,16.42,100,1,NA,omdat er te veel marokanen zijn hier in nederland,9,NA,2|3|12|7|1|11|13|8|10|5|4|9|6|14|15|16,5|9|0|0|0|0|0,13|4|1|8|7|9|5|3|12|11|2|6|10,5,9,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2|4|8|3|9|6|5|11|1|10|12|7|13,7,7,7,7,7,7,7,7,7,7,8,7,7,2,2,2,7,7,revolutie,pim fortuin,iedereen gezond,5,5,5,5,5,5,5,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003014471,wave 1,2021-02-12T11:00:58Z,2021-02-12T11:03:06Z,2.13,72,998,NA,NA,7,NA,7|11|10|9|4|13|3|1|2|6|5|8|12|14|15|16,3|4|0|0|0|0|0,4|8|5|2|10|13|12|7|11|9|1|3|6,3,4,0,0,0,0,0,2,3,2,3,3,2,2,1,1,1,2,2,1,3|5|6|2|11|10|9|1|13|8|7|4|12,2,4,4,4,5,5,5,999,999,999,2,4,999,2,3,2,3,7,Studie,Sturen,Hehe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003015272,wave 1,2021-02-04T17:29:02Z,2021-02-04T17:36:08Z,7.08,100,998,NA,NA,999,NA,8|2|11|3|9|13|6|12|7|4|5|10|1|14|15|16,4|5|9|11|0|0|0,8|10|9|5|1|6|7|11|4|2|3|13|12,4,5,9,11,0,0,0,999,999,2,1,2,1,999,1,2,999,2,3,999,1|10|5|2|8|7|4|12|9|3|13|11|6,999,999,5,999,5,999,999,999,6,999,5,0,999,1,4,2,5,0,De coronapandemie want duurt nu al veelste lang,Geen idee,Weet ik niet,0,2,0,1,3,2,0,4,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Google,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003016000,wave 1,2021-02-02T21:01:28Z,2021-02-02T21:07:57Z,6.47,100,1,NA,Zodat pvv en fvd niet aan de macht komen,12,NA,2|7|8|3|10|11|13|4|1|9|6|5|12|14|15|16,1|7|12|0|0|0|0,6|4|9|5|11|8|13|2|12|7|1|3|10,1,7,12,0,0,0,0,1,1,1,1,2,1,1,1,2,1,1,2,1,8|2|9|4|1|7|3|11|6|13|10|5|12,999,999,999,999,1,999,999,999,1,999,999,7,999,2,3,3,1,1,Geen idee,Geen idee,Dat wij elkaar meer in hun waarde laten zeker wanneer we het niet met elkaar zijn,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Nee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Nee,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Nee,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Nee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Nee
112003016900,wave 1,2021-02-09T16:26:40Z,2021-02-09T16:33:59Z,7.32,100,1,NA,omdat ik stemrecht heb en het is de eerste keer dat ik kan stemmen,999,NA,13|8|2|3|5|6|12|1|11|4|9|10|7|14|15|16,6|7|11|0|0|0|0,6|10|4|11|13|2|12|9|3|1|7|8|5,6,7,11,0,0,0,0,1,999,999,999,2,999,1,999,999,999,1,3,999,11|6|1|9|7|4|3|12|13|10|5|8|2,999,999,999,999,3,999,999,999,999,999,999,3,999,1,3,1,4,5,tweede wereldoorlog,vadertje drees,meer gelijkheid en minder kapitalisme,5,0,2,1,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,ad.nl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
112003019221,wave 1,2021-02-02T17:22:16Z,2021-02-02T17:55:32Z,33.25,100,998,NA,NA,999,NA,8|13|5|3|6|7|11|10|1|12|9|4|2|14|15|16,5|6|8|0|0|0|0,13|10|2|1|12|7|6|9|3|5|4|8|11,5,6,8,0,0,0,0,1,999,2,1,999,1,1,999,1,999,1,2,1,1|6|9|7|10|4|8|12|13|2|11|5|3,999,999,5,999,999,999,999,999,999,999,999,5,999,2,3,1,5,5,Hop,Plop,Hui,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Lees geen krant,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Niks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
112003020579,wave 1,2021-02-04T14:17:56Z,2021-02-04T14:21:47Z,3.83,100,1,NA,Om het verschil te kunnen maken,999,NA,1|2|10|4|13|7|6|9|12|11|3|5|8|14|15|16,3|7|0|0|0|0|0,11|1|7|2|8|6|9|13|10|5|12|3|4,3,7,0,0,0,0,0,999,999,999,3,3,3,999,999,3,999,999,3,999,9|10|13|11|4|5|6|3|1|2|8|7|12,999,999,999,1,4,6,999,999,0,999,999,3,999,2,3,3,1,3,Geen idee,Geen idee,Onderling respect  leef en laat leven,3,4,0,4,1,0,5,0,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003021461,wave 1,2021-02-02T21:54:35Z,2021-02-02T23:02:19Z,67.73,100,1,NA,Nee dat niet,9,NA,7|10|11|12|9|6|3|2|1|4|8|13|5|14|15|16,8|9|0|0|0|0|0,13|11|8|4|2|12|7|10|1|5|3|9|6,8,9,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,4|12|10|9|13|6|1|2|8|7|5|11|3,999,6,6,6,6,6,6,6,6,6,999,6,5,1,2,2,6,6,Handel,Handel,Handel,7,4,2,1,2,2,1,2,6,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
112003024537,wave 1,2021-02-02T21:18:18Z,2021-02-02T21:23:04Z,4.75,100,0,Ik ben niet met de politiek bezig,NA,999,NA,7|10|9|11|8|13|2|5|1|12|6|3|4|14|15|16,3|7|0|0|0|0|0,11|13|6|3|7|8|9|2|1|10|4|5|12,3,7,0,0,0,0,0,1,1,2,1,1,2,1,999,2,1,1,1,2,12|8|3|11|5|10|7|6|1|2|4|13|9,999,999,5,999,999,7,999,999,5,999,999,999,6,2,3,2,6,7,Tweede wereld oorlog,Beatrix,Goed verzorgend land,1,0,0,4,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Niet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Google,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003024955,wave 1,2021-02-04T10:04:41Z,2021-02-04T10:12:50Z,8.13,100,998,NA,NA,3,NA,13|1|2|9|11|10|8|6|7|3|12|4|5|14|15|16,3|11|0|0|0|0|0,7|11|9|2|13|3|1|6|12|8|10|4|5,3,11,0,0,0,0,0,999,1,1,999,999,2,2,1,2,999,2,2,1,10|9|2|8|13|4|7|1|12|11|3|5|6,999,999,999,999,999,7,7,999,3,999,7,7,999,2,3,3,2,2,Tweede wereldoorlog,Pandemie,Economie beter wordt,1,1,5,2,5,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Geen,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112003029905,wave 1,2021-02-02T18:22:32Z,2021-02-05T05:28:54Z,3546.35,100,998,NA,NA,10,NA,3|1|9|10|2|8|12|11|13|6|4|5|7|14|15|16,1|9|12|0|0|0|0,2|1|11|3|7|5|12|13|10|6|9|4|8,1,9,12,0,0,0,0,2,2,999,999,2,1,999,999,1,999,999,2,999,9|5|2|4|11|3|12|6|8|7|13|10|1,5,5,999,999,3,999,999,999,999,999,999,2,999,2,3,1,0,0,slag om warns,michiel de ruyter,volledig geautomatiseerde auto dus niet meer zelf rijden,2,0,0,3,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
