"day_only","platform","cum_messages","person","type"
2020-11-26,"Facebook",213198,"Thierry Baudet (FvD)","Number of Likes"
2020-11-27,"Facebook",217471,"Thierry Baudet (FvD)","Number of Likes"
2020-11-28,"Facebook",217471,"Thierry Baudet (FvD)","Number of Likes"
2020-11-29,"Facebook",220766,"Thierry Baudet (FvD)","Number of Likes"
2020-11-30,"Facebook",224724,"Thierry Baudet (FvD)","Number of Likes"
2020-12-01,"Facebook",229648,"Thierry Baudet (FvD)","Number of Likes"
2020-12-03,"Facebook",233350,"Thierry Baudet (FvD)","Number of Likes"
2020-12-04,"Facebook",238029,"Thierry Baudet (FvD)","Number of Likes"
2020-12-06,"Facebook",238029,"Thierry Baudet (FvD)","Number of Likes"
2020-12-08,"Facebook",238029,"Thierry Baudet (FvD)","Number of Likes"
2020-12-09,"Facebook",238029,"Thierry Baudet (FvD)","Number of Likes"
2020-12-10,"Facebook",239949,"Thierry Baudet (FvD)","Number of Likes"
2020-12-11,"Facebook",244856,"Thierry Baudet (FvD)","Number of Likes"
2020-12-12,"Facebook",244856,"Thierry Baudet (FvD)","Number of Likes"
2020-12-13,"Facebook",244856,"Thierry Baudet (FvD)","Number of Likes"
2020-12-14,"Facebook",260672,"Thierry Baudet (FvD)","Number of Likes"
2020-12-15,"Facebook",271789,"Thierry Baudet (FvD)","Number of Likes"
2020-12-16,"Facebook",274177,"Thierry Baudet (FvD)","Number of Likes"
2020-12-17,"Facebook",282530,"Thierry Baudet (FvD)","Number of Likes"
2020-12-18,"Facebook",282530,"Thierry Baudet (FvD)","Number of Likes"
2020-12-19,"Facebook",283468,"Thierry Baudet (FvD)","Number of Likes"
2020-12-20,"Facebook",284195,"Thierry Baudet (FvD)","Number of Likes"
2020-12-21,"Facebook",284195,"Thierry Baudet (FvD)","Number of Likes"
2020-12-22,"Facebook",285353,"Thierry Baudet (FvD)","Number of Likes"
2020-12-23,"Facebook",285353,"Thierry Baudet (FvD)","Number of Likes"
2020-12-24,"Facebook",289176,"Thierry Baudet (FvD)","Number of Likes"
2020-12-25,"Facebook",299040,"Thierry Baudet (FvD)","Number of Likes"
2020-12-26,"Facebook",300532,"Thierry Baudet (FvD)","Number of Likes"
2020-12-27,"Facebook",303543,"Thierry Baudet (FvD)","Number of Likes"
2020-12-28,"Facebook",309438,"Thierry Baudet (FvD)","Number of Likes"
2020-12-29,"Facebook",314595,"Thierry Baudet (FvD)","Number of Likes"
2020-12-30,"Facebook",324311,"Thierry Baudet (FvD)","Number of Likes"
2020-12-31,"Facebook",324772,"Thierry Baudet (FvD)","Number of Likes"
2021-01-01,"Facebook",326944,"Thierry Baudet (FvD)","Number of Likes"
2021-01-02,"Facebook",330067,"Thierry Baudet (FvD)","Number of Likes"
2021-01-03,"Facebook",336168,"Thierry Baudet (FvD)","Number of Likes"
2021-01-04,"Facebook",337284,"Thierry Baudet (FvD)","Number of Likes"
2021-01-05,"Facebook",337861,"Thierry Baudet (FvD)","Number of Likes"
2021-01-06,"Facebook",341098,"Thierry Baudet (FvD)","Number of Likes"
2021-01-07,"Facebook",341098,"Thierry Baudet (FvD)","Number of Likes"
2021-01-08,"Facebook",341098,"Thierry Baudet (FvD)","Number of Likes"
2021-01-09,"Facebook",341749,"Thierry Baudet (FvD)","Number of Likes"
2021-01-10,"Facebook",341749,"Thierry Baudet (FvD)","Number of Likes"
2021-01-11,"Facebook",341749,"Thierry Baudet (FvD)","Number of Likes"
2021-01-12,"Facebook",346354,"Thierry Baudet (FvD)","Number of Likes"
2021-01-13,"Facebook",347178,"Thierry Baudet (FvD)","Number of Likes"
2021-01-14,"Facebook",349005,"Thierry Baudet (FvD)","Number of Likes"
2021-01-15,"Facebook",353154,"Thierry Baudet (FvD)","Number of Likes"
2021-01-16,"Facebook",355400,"Thierry Baudet (FvD)","Number of Likes"
2021-01-17,"Facebook",362208,"Thierry Baudet (FvD)","Number of Likes"
2021-01-18,"Facebook",362985,"Thierry Baudet (FvD)","Number of Likes"
2021-01-19,"Facebook",374128,"Thierry Baudet (FvD)","Number of Likes"
2021-01-20,"Facebook",379552,"Thierry Baudet (FvD)","Number of Likes"
2021-01-21,"Facebook",383366,"Thierry Baudet (FvD)","Number of Likes"
2021-01-22,"Facebook",391165,"Thierry Baudet (FvD)","Number of Likes"
2021-01-23,"Facebook",392048,"Thierry Baudet (FvD)","Number of Likes"
2021-01-24,"Facebook",392599,"Thierry Baudet (FvD)","Number of Likes"
2021-01-25,"Facebook",392599,"Thierry Baudet (FvD)","Number of Likes"
2021-01-26,"Facebook",398416,"Thierry Baudet (FvD)","Number of Likes"
2021-01-27,"Facebook",399958,"Thierry Baudet (FvD)","Number of Likes"
2021-01-28,"Facebook",404262,"Thierry Baudet (FvD)","Number of Likes"
2021-01-29,"Facebook",405968,"Thierry Baudet (FvD)","Number of Likes"
2021-01-30,"Facebook",405968,"Thierry Baudet (FvD)","Number of Likes"
2021-01-31,"Facebook",407718,"Thierry Baudet (FvD)","Number of Likes"
2021-02-01,"Facebook",407718,"Thierry Baudet (FvD)","Number of Likes"
2021-02-02,"Facebook",414118,"Thierry Baudet (FvD)","Number of Likes"
2021-02-03,"Facebook",419560,"Thierry Baudet (FvD)","Number of Likes"
2021-02-04,"Facebook",430715,"Thierry Baudet (FvD)","Number of Likes"
2021-02-05,"Facebook",430715,"Thierry Baudet (FvD)","Number of Likes"
2021-02-06,"Facebook",435151,"Thierry Baudet (FvD)","Number of Likes"
2021-02-07,"Facebook",444652,"Thierry Baudet (FvD)","Number of Likes"
2021-02-08,"Facebook",450475,"Thierry Baudet (FvD)","Number of Likes"
2021-02-09,"Facebook",453333,"Thierry Baudet (FvD)","Number of Likes"
2021-02-10,"Facebook",462782,"Thierry Baudet (FvD)","Number of Likes"
2021-02-11,"Facebook",475209,"Thierry Baudet (FvD)","Number of Likes"
2021-02-12,"Facebook",477334,"Thierry Baudet (FvD)","Number of Likes"
2021-02-13,"Facebook",480628,"Thierry Baudet (FvD)","Number of Likes"
2021-02-14,"Facebook",485577,"Thierry Baudet (FvD)","Number of Likes"
2021-02-15,"Facebook",490922,"Thierry Baudet (FvD)","Number of Likes"
2021-02-16,"Facebook",490922,"Thierry Baudet (FvD)","Number of Likes"
2021-02-17,"Facebook",502780,"Thierry Baudet (FvD)","Number of Likes"
2021-02-18,"Facebook",511696,"Thierry Baudet (FvD)","Number of Likes"
2021-02-19,"Facebook",525289,"Thierry Baudet (FvD)","Number of Likes"
2021-02-20,"Facebook",537625,"Thierry Baudet (FvD)","Number of Likes"
2021-02-21,"Facebook",541385,"Thierry Baudet (FvD)","Number of Likes"
2021-02-22,"Facebook",541801,"Thierry Baudet (FvD)","Number of Likes"
2020-08-14,"Instagram",0,"Thierry Baudet (FvD)","Number of Likes"
2020-08-15,"Instagram",4222,"Thierry Baudet (FvD)","Number of Likes"
2020-08-16,"Instagram",4222,"Thierry Baudet (FvD)","Number of Likes"
2020-08-17,"Instagram",4222,"Thierry Baudet (FvD)","Number of Likes"
2020-08-18,"Instagram",13980,"Thierry Baudet (FvD)","Number of Likes"
2020-08-19,"Instagram",31122,"Thierry Baudet (FvD)","Number of Likes"
2020-08-20,"Instagram",31122,"Thierry Baudet (FvD)","Number of Likes"
2020-08-21,"Instagram",35085,"Thierry Baudet (FvD)","Number of Likes"
2020-08-22,"Instagram",42201,"Thierry Baudet (FvD)","Number of Likes"
2020-08-23,"Instagram",42201,"Thierry Baudet (FvD)","Number of Likes"
2020-08-24,"Instagram",42201,"Thierry Baudet (FvD)","Number of Likes"
2020-08-25,"Instagram",42201,"Thierry Baudet (FvD)","Number of Likes"
2020-08-26,"Instagram",45039,"Thierry Baudet (FvD)","Number of Likes"
2020-08-27,"Instagram",51915,"Thierry Baudet (FvD)","Number of Likes"
2020-08-28,"Instagram",51915,"Thierry Baudet (FvD)","Number of Likes"
2020-08-29,"Instagram",51915,"Thierry Baudet (FvD)","Number of Likes"
2020-08-30,"Instagram",51915,"Thierry Baudet (FvD)","Number of Likes"
2020-08-31,"Instagram",53202,"Thierry Baudet (FvD)","Number of Likes"
2020-09-01,"Instagram",56676,"Thierry Baudet (FvD)","Number of Likes"
2020-09-02,"Instagram",56676,"Thierry Baudet (FvD)","Number of Likes"
2020-09-03,"Instagram",73282,"Thierry Baudet (FvD)","Number of Likes"
2020-09-04,"Instagram",78102,"Thierry Baudet (FvD)","Number of Likes"
2020-09-05,"Instagram",78102,"Thierry Baudet (FvD)","Number of Likes"
2020-09-06,"Instagram",78102,"Thierry Baudet (FvD)","Number of Likes"
2020-09-07,"Instagram",78102,"Thierry Baudet (FvD)","Number of Likes"
2020-09-08,"Instagram",80272,"Thierry Baudet (FvD)","Number of Likes"
2020-09-09,"Instagram",92790,"Thierry Baudet (FvD)","Number of Likes"
2020-09-10,"Instagram",107374,"Thierry Baudet (FvD)","Number of Likes"
2020-09-11,"Instagram",107374,"Thierry Baudet (FvD)","Number of Likes"
2020-09-12,"Instagram",110754,"Thierry Baudet (FvD)","Number of Likes"
2020-09-13,"Instagram",124144,"Thierry Baudet (FvD)","Number of Likes"
2020-09-14,"Instagram",130172,"Thierry Baudet (FvD)","Number of Likes"
2020-09-15,"Instagram",146804,"Thierry Baudet (FvD)","Number of Likes"
2020-09-16,"Instagram",154970,"Thierry Baudet (FvD)","Number of Likes"
2020-09-17,"Instagram",178155,"Thierry Baudet (FvD)","Number of Likes"
2020-09-18,"Instagram",182129,"Thierry Baudet (FvD)","Number of Likes"
2020-09-19,"Instagram",199560,"Thierry Baudet (FvD)","Number of Likes"
2020-09-20,"Instagram",205112,"Thierry Baudet (FvD)","Number of Likes"
2020-09-21,"Instagram",205112,"Thierry Baudet (FvD)","Number of Likes"
2020-09-22,"Instagram",215841,"Thierry Baudet (FvD)","Number of Likes"
2020-09-23,"Instagram",224771,"Thierry Baudet (FvD)","Number of Likes"
2020-09-24,"Instagram",229950,"Thierry Baudet (FvD)","Number of Likes"
2020-09-25,"Instagram",234274,"Thierry Baudet (FvD)","Number of Likes"
2020-09-26,"Instagram",234274,"Thierry Baudet (FvD)","Number of Likes"
2020-09-27,"Instagram",234274,"Thierry Baudet (FvD)","Number of Likes"
2020-09-28,"Instagram",234274,"Thierry Baudet (FvD)","Number of Likes"
2020-09-29,"Instagram",234274,"Thierry Baudet (FvD)","Number of Likes"
2020-09-30,"Instagram",234274,"Thierry Baudet (FvD)","Number of Likes"
2020-10-01,"Instagram",250252,"Thierry Baudet (FvD)","Number of Likes"
2020-10-02,"Instagram",253519,"Thierry Baudet (FvD)","Number of Likes"
2020-10-03,"Instagram",260798,"Thierry Baudet (FvD)","Number of Likes"
2020-10-04,"Instagram",260798,"Thierry Baudet (FvD)","Number of Likes"
2020-10-05,"Instagram",260798,"Thierry Baudet (FvD)","Number of Likes"
2020-10-06,"Instagram",260798,"Thierry Baudet (FvD)","Number of Likes"
2020-10-07,"Instagram",263785,"Thierry Baudet (FvD)","Number of Likes"
2020-10-08,"Instagram",273975,"Thierry Baudet (FvD)","Number of Likes"
2020-10-09,"Instagram",275556,"Thierry Baudet (FvD)","Number of Likes"
2020-10-10,"Instagram",275556,"Thierry Baudet (FvD)","Number of Likes"
2020-10-11,"Instagram",275556,"Thierry Baudet (FvD)","Number of Likes"
2020-10-12,"Instagram",281174,"Thierry Baudet (FvD)","Number of Likes"
2020-10-13,"Instagram",281174,"Thierry Baudet (FvD)","Number of Likes"
2020-10-14,"Instagram",285541,"Thierry Baudet (FvD)","Number of Likes"
2020-10-15,"Instagram",285541,"Thierry Baudet (FvD)","Number of Likes"
2020-10-16,"Instagram",285541,"Thierry Baudet (FvD)","Number of Likes"
2020-10-17,"Instagram",285541,"Thierry Baudet (FvD)","Number of Likes"
2020-10-18,"Instagram",291751,"Thierry Baudet (FvD)","Number of Likes"
2020-10-19,"Instagram",291751,"Thierry Baudet (FvD)","Number of Likes"
2020-10-20,"Instagram",291751,"Thierry Baudet (FvD)","Number of Likes"
2020-10-21,"Instagram",291751,"Thierry Baudet (FvD)","Number of Likes"
2020-10-22,"Instagram",300789,"Thierry Baudet (FvD)","Number of Likes"
2020-10-23,"Instagram",300789,"Thierry Baudet (FvD)","Number of Likes"
2020-10-24,"Instagram",304895,"Thierry Baudet (FvD)","Number of Likes"
2020-10-25,"Instagram",304895,"Thierry Baudet (FvD)","Number of Likes"
2020-10-26,"Instagram",304895,"Thierry Baudet (FvD)","Number of Likes"
2020-10-27,"Instagram",304895,"Thierry Baudet (FvD)","Number of Likes"
2020-10-28,"Instagram",309041,"Thierry Baudet (FvD)","Number of Likes"
2020-10-29,"Instagram",315534,"Thierry Baudet (FvD)","Number of Likes"
2020-10-30,"Instagram",316507,"Thierry Baudet (FvD)","Number of Likes"
2020-10-31,"Instagram",327271,"Thierry Baudet (FvD)","Number of Likes"
2020-11-01,"Instagram",331980,"Thierry Baudet (FvD)","Number of Likes"
2020-11-02,"Instagram",334260,"Thierry Baudet (FvD)","Number of Likes"
2020-11-03,"Instagram",356816,"Thierry Baudet (FvD)","Number of Likes"
2020-11-04,"Instagram",361805,"Thierry Baudet (FvD)","Number of Likes"
2020-11-05,"Instagram",365436,"Thierry Baudet (FvD)","Number of Likes"
2020-11-06,"Instagram",377839,"Thierry Baudet (FvD)","Number of Likes"
2020-11-07,"Instagram",377839,"Thierry Baudet (FvD)","Number of Likes"
2020-11-08,"Instagram",388455,"Thierry Baudet (FvD)","Number of Likes"
2020-11-09,"Instagram",394552,"Thierry Baudet (FvD)","Number of Likes"
2020-11-10,"Instagram",410340,"Thierry Baudet (FvD)","Number of Likes"
2020-11-11,"Instagram",417679,"Thierry Baudet (FvD)","Number of Likes"
2020-11-12,"Instagram",417679,"Thierry Baudet (FvD)","Number of Likes"
2020-11-13,"Instagram",432216,"Thierry Baudet (FvD)","Number of Likes"
2020-11-14,"Instagram",432216,"Thierry Baudet (FvD)","Number of Likes"
2020-11-15,"Instagram",432216,"Thierry Baudet (FvD)","Number of Likes"
2020-11-16,"Instagram",432216,"Thierry Baudet (FvD)","Number of Likes"
2020-11-17,"Instagram",432216,"Thierry Baudet (FvD)","Number of Likes"
2020-11-18,"Instagram",432216,"Thierry Baudet (FvD)","Number of Likes"
2020-11-19,"Instagram",441443,"Thierry Baudet (FvD)","Number of Likes"
2020-11-20,"Instagram",441443,"Thierry Baudet (FvD)","Number of Likes"
2020-11-21,"Instagram",441443,"Thierry Baudet (FvD)","Number of Likes"
2020-11-22,"Instagram",452639,"Thierry Baudet (FvD)","Number of Likes"
2020-11-23,"Instagram",452639,"Thierry Baudet (FvD)","Number of Likes"
2020-11-24,"Instagram",452639,"Thierry Baudet (FvD)","Number of Likes"
2020-11-25,"Instagram",452639,"Thierry Baudet (FvD)","Number of Likes"
2020-11-26,"Instagram",473196,"Thierry Baudet (FvD)","Number of Likes"
2020-11-27,"Instagram",481455,"Thierry Baudet (FvD)","Number of Likes"
2020-11-28,"Instagram",481455,"Thierry Baudet (FvD)","Number of Likes"
2020-11-29,"Instagram",488461,"Thierry Baudet (FvD)","Number of Likes"
2020-11-30,"Instagram",497252,"Thierry Baudet (FvD)","Number of Likes"
2020-12-01,"Instagram",507286,"Thierry Baudet (FvD)","Number of Likes"
2020-12-03,"Instagram",519107,"Thierry Baudet (FvD)","Number of Likes"
2020-12-04,"Instagram",528312,"Thierry Baudet (FvD)","Number of Likes"
2020-12-06,"Instagram",528312,"Thierry Baudet (FvD)","Number of Likes"
2020-12-08,"Instagram",528312,"Thierry Baudet (FvD)","Number of Likes"
2020-12-09,"Instagram",528312,"Thierry Baudet (FvD)","Number of Likes"
2020-12-10,"Instagram",533188,"Thierry Baudet (FvD)","Number of Likes"
2020-12-11,"Instagram",542021,"Thierry Baudet (FvD)","Number of Likes"
2020-12-12,"Instagram",542021,"Thierry Baudet (FvD)","Number of Likes"
2020-12-13,"Instagram",542021,"Thierry Baudet (FvD)","Number of Likes"
2020-12-14,"Instagram",593252,"Thierry Baudet (FvD)","Number of Likes"
2020-12-15,"Instagram",617096,"Thierry Baudet (FvD)","Number of Likes"
2020-12-16,"Instagram",623638,"Thierry Baudet (FvD)","Number of Likes"
2020-12-17,"Instagram",642499,"Thierry Baudet (FvD)","Number of Likes"
2020-12-18,"Instagram",642499,"Thierry Baudet (FvD)","Number of Likes"
2020-12-19,"Instagram",643880,"Thierry Baudet (FvD)","Number of Likes"
2020-12-20,"Instagram",646551,"Thierry Baudet (FvD)","Number of Likes"
2020-12-21,"Instagram",646551,"Thierry Baudet (FvD)","Number of Likes"
2020-12-22,"Instagram",646551,"Thierry Baudet (FvD)","Number of Likes"
2020-12-23,"Instagram",646551,"Thierry Baudet (FvD)","Number of Likes"
2020-12-24,"Instagram",655567,"Thierry Baudet (FvD)","Number of Likes"
2020-12-25,"Instagram",662879,"Thierry Baudet (FvD)","Number of Likes"
2020-12-26,"Instagram",662879,"Thierry Baudet (FvD)","Number of Likes"
2020-12-27,"Instagram",669484,"Thierry Baudet (FvD)","Number of Likes"
2020-12-28,"Instagram",682286,"Thierry Baudet (FvD)","Number of Likes"
2020-12-29,"Instagram",694570,"Thierry Baudet (FvD)","Number of Likes"
2020-12-30,"Instagram",704551,"Thierry Baudet (FvD)","Number of Likes"
2020-12-31,"Instagram",705910,"Thierry Baudet (FvD)","Number of Likes"
2021-01-01,"Instagram",705910,"Thierry Baudet (FvD)","Number of Likes"
2021-01-02,"Instagram",711900,"Thierry Baudet (FvD)","Number of Likes"
2021-01-03,"Instagram",723302,"Thierry Baudet (FvD)","Number of Likes"
2021-01-04,"Instagram",723302,"Thierry Baudet (FvD)","Number of Likes"
2021-01-05,"Instagram",723302,"Thierry Baudet (FvD)","Number of Likes"
2021-01-06,"Instagram",731521,"Thierry Baudet (FvD)","Number of Likes"
2021-01-07,"Instagram",731521,"Thierry Baudet (FvD)","Number of Likes"
2021-01-08,"Instagram",731521,"Thierry Baudet (FvD)","Number of Likes"
2021-01-09,"Instagram",731521,"Thierry Baudet (FvD)","Number of Likes"
2021-01-10,"Instagram",731521,"Thierry Baudet (FvD)","Number of Likes"
2021-01-11,"Instagram",731521,"Thierry Baudet (FvD)","Number of Likes"
2021-01-12,"Instagram",749472,"Thierry Baudet (FvD)","Number of Likes"
2021-01-13,"Instagram",749472,"Thierry Baudet (FvD)","Number of Likes"
2021-01-14,"Instagram",754992,"Thierry Baudet (FvD)","Number of Likes"
2021-01-15,"Instagram",780961,"Thierry Baudet (FvD)","Number of Likes"
2021-01-16,"Instagram",784887,"Thierry Baudet (FvD)","Number of Likes"
2021-01-17,"Instagram",802917,"Thierry Baudet (FvD)","Number of Likes"
2021-01-18,"Instagram",802917,"Thierry Baudet (FvD)","Number of Likes"
2021-01-19,"Instagram",826591,"Thierry Baudet (FvD)","Number of Likes"
2021-01-20,"Instagram",841385,"Thierry Baudet (FvD)","Number of Likes"
2021-01-21,"Instagram",846325,"Thierry Baudet (FvD)","Number of Likes"
2021-01-22,"Instagram",863681,"Thierry Baudet (FvD)","Number of Likes"
2021-01-23,"Instagram",872262,"Thierry Baudet (FvD)","Number of Likes"
2021-01-24,"Instagram",872262,"Thierry Baudet (FvD)","Number of Likes"
2021-01-25,"Instagram",872262,"Thierry Baudet (FvD)","Number of Likes"
2021-01-26,"Instagram",889379,"Thierry Baudet (FvD)","Number of Likes"
2021-01-27,"Instagram",895161,"Thierry Baudet (FvD)","Number of Likes"
2021-01-28,"Instagram",910207,"Thierry Baudet (FvD)","Number of Likes"
2021-01-29,"Instagram",916431,"Thierry Baudet (FvD)","Number of Likes"
2021-01-30,"Instagram",916431,"Thierry Baudet (FvD)","Number of Likes"
2021-01-31,"Instagram",920691,"Thierry Baudet (FvD)","Number of Likes"
2021-02-01,"Instagram",920691,"Thierry Baudet (FvD)","Number of Likes"
2021-02-02,"Instagram",931030,"Thierry Baudet (FvD)","Number of Likes"
2021-02-03,"Instagram",944747,"Thierry Baudet (FvD)","Number of Likes"
2021-02-04,"Instagram",973781,"Thierry Baudet (FvD)","Number of Likes"
2021-02-05,"Instagram",973781,"Thierry Baudet (FvD)","Number of Likes"
2021-02-06,"Instagram",992556,"Thierry Baudet (FvD)","Number of Likes"
2021-02-07,"Instagram",1011362,"Thierry Baudet (FvD)","Number of Likes"
2021-02-08,"Instagram",1027280,"Thierry Baudet (FvD)","Number of Likes"
2021-02-09,"Instagram",1051805,"Thierry Baudet (FvD)","Number of Likes"
2021-02-10,"Instagram",1075207,"Thierry Baudet (FvD)","Number of Likes"
2021-02-11,"Instagram",1108194,"Thierry Baudet (FvD)","Number of Likes"
2021-02-12,"Instagram",1111825,"Thierry Baudet (FvD)","Number of Likes"
2021-02-13,"Instagram",1124525,"Thierry Baudet (FvD)","Number of Likes"
2021-02-14,"Instagram",1144576,"Thierry Baudet (FvD)","Number of Likes"
2021-02-15,"Instagram",1160051,"Thierry Baudet (FvD)","Number of Likes"
2021-02-16,"Instagram",1178916,"Thierry Baudet (FvD)","Number of Likes"
2021-02-17,"Instagram",1206865,"Thierry Baudet (FvD)","Number of Likes"
2021-02-18,"Instagram",1230520,"Thierry Baudet (FvD)","Number of Likes"
2021-02-19,"Instagram",1268032,"Thierry Baudet (FvD)","Number of Likes"
2021-02-20,"Instagram",1303716,"Thierry Baudet (FvD)","Number of Likes"
2021-02-21,"Instagram",1319106,"Thierry Baudet (FvD)","Number of Likes"
2021-02-22,"Instagram",1320162,"Thierry Baudet (FvD)","Number of Likes"
2020-08-14,"Twitter",0,"Thierry Baudet (FvD)","Number of Likes"
2020-08-15,"Twitter",2097,"Thierry Baudet (FvD)","Number of Likes"
2020-08-16,"Twitter",3478,"Thierry Baudet (FvD)","Number of Likes"
2020-08-17,"Twitter",5044,"Thierry Baudet (FvD)","Number of Likes"
2020-08-18,"Twitter",7343,"Thierry Baudet (FvD)","Number of Likes"
2020-08-19,"Twitter",11130,"Thierry Baudet (FvD)","Number of Likes"
2020-08-20,"Twitter",11130,"Thierry Baudet (FvD)","Number of Likes"
2020-08-21,"Twitter",11130,"Thierry Baudet (FvD)","Number of Likes"
2020-08-22,"Twitter",12390,"Thierry Baudet (FvD)","Number of Likes"
2020-08-23,"Twitter",12390,"Thierry Baudet (FvD)","Number of Likes"
