"date","instagram","diff","name_label","final_label"
2021-02-09,"wopke_hoekstra",14.8,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-10,"wopke_hoekstra",15,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-11,"wopke_hoekstra",15.19,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-12,"wopke_hoekstra",15.34,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-13,"wopke_hoekstra",15.5,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-14,"wopke_hoekstra",15.79,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-15,"wopke_hoekstra",15.89,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-01,"lilianne_ploumen",0,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-02,"lilianne_ploumen",0.02,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-03,"lilianne_ploumen",0.04,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-04,"lilianne_ploumen",0.06,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-05,"lilianne_ploumen",0.07,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-06,"lilianne_ploumen",0.09,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-07,"lilianne_ploumen",0.11,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-08,"lilianne_ploumen",0.13,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-09,"lilianne_ploumen",0.15,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-10,"lilianne_ploumen",0.17,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-11,"lilianne_ploumen",0.19,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-12,"lilianne_ploumen",0.21,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-13,"lilianne_ploumen",0.44,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-14,"lilianne_ploumen",0.75,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-15,"lilianne_ploumen",1.06,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-16,"lilianne_ploumen",1.37,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-17,"lilianne_ploumen",1.68,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-18,"lilianne_ploumen",1.99,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-19,"lilianne_ploumen",12.73,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-20,"lilianne_ploumen",23.26,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-21,"lilianne_ploumen",29.1,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-22,"lilianne_ploumen",32.63,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-23,"lilianne_ploumen",33.82,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-24,"lilianne_ploumen",34.83,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-25,"lilianne_ploumen",36.04,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-26,"lilianne_ploumen",37.17,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-27,"lilianne_ploumen",38.21,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-28,"lilianne_ploumen",39.24,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-29,"lilianne_ploumen",40.19,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-30,"lilianne_ploumen",40.98,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-31,"lilianne_ploumen",41.77,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-01,"lilianne_ploumen",42.56,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-02,"lilianne_ploumen",43.35,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-03,"lilianne_ploumen",44.37,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-04,"lilianne_ploumen",46.01,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-05,"lilianne_ploumen",47.45,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-06,"lilianne_ploumen",48.2,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-07,"lilianne_ploumen",48.92,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-08,"lilianne_ploumen",49.49,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-09,"lilianne_ploumen",50.18,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-10,"lilianne_ploumen",50.59,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-11,"lilianne_ploumen",51.61,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-12,"lilianne_ploumen",52.75,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-13,"lilianne_ploumen",53.92,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-14,"lilianne_ploumen",54.68,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-02-15,"lilianne_ploumen",55.43,"Lilianne Ploumen (PvdA)","Lilianne Ploumen (PvdA):   6,637 to  10,316 (+55%)"
2021-01-01,"geertwilders",0,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-02,"geertwilders",0.06,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-03,"geertwilders",0.09,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-04,"geertwilders",0.08,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-05,"geertwilders",0.08,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-06,"geertwilders",0.08,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-07,"geertwilders",0.09,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-08,"geertwilders",0.1,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-09,"geertwilders",0.1,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-10,"geertwilders",0.1,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-11,"geertwilders",0.14,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-12,"geertwilders",0.21,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-13,"geertwilders",0.28,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-14,"geertwilders",0.36,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-15,"geertwilders",0.43,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-16,"geertwilders",0.5,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-17,"geertwilders",0.56,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-18,"geertwilders",0.6,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-19,"geertwilders",0.65,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-20,"geertwilders",0.69,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-21,"geertwilders",1.03,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-22,"geertwilders",1.15,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-23,"geertwilders",1.26,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-24,"geertwilders",1.38,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-25,"geertwilders",1.49,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-26,"geertwilders",1.72,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-27,"geertwilders",1.96,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-28,"geertwilders",2.19,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-29,"geertwilders",2.25,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-30,"geertwilders",2.3,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-01-31,"geertwilders",2.34,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-01,"geertwilders",2.36,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-02,"geertwilders",2.39,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-03,"geertwilders",2.42,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-04,"geertwilders",2.44,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-05,"geertwilders",2.46,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-06,"geertwilders",2.48,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-07,"geertwilders",2.51,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-08,"geertwilders",2.56,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-09,"geertwilders",2.59,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-10,"geertwilders",2.63,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-11,"geertwilders",2.69,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-12,"geertwilders",2.76,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-13,"geertwilders",2.82,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-14,"geertwilders",2.86,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
2021-02-15,"geertwilders",2.9,"Geert Wilders (PVV)","Geert Wilders (PVV): 164,959 to 169,744 (+3%)"
